course,college_code,college_name,type,SM,EZ,MU,LA,DV,VK,BH,BX,KN,KU,SC,ST,EW,Other Categories,page
Computer Science & Engineering,PRN,"College of Engineering Perumon, Kollam",N,16119,18531,17907,23824,23545,19363,23889,27159,46374,42009,55550,63282,22543,"FW:10598, MG:25338",11
Computer Science & Engineering,PRP,College of Engineering and Management Punnnapra,N,39218,42947,40836,51683,58181,41126,48539,53452,54028,54649,66648,-,65760,FW:28082,11
Computer Science & Engineering,PTA,"College of Engineering, Kallooppara, Thiruvalla",N,24599,26327,29508,54030,47953,27843,29530,29210,-,-,64443,-,32810,"FW:19507, MG:41767",11
Computer Science & Engineering,SCT,"S C T College of Engineering, Thiruvananthapuram",N,4721,5435,5990,6998,11532,5621,5106,-,20624,20188,27299,-,10716,"FW:4520, MG:7515",11
Computer Science & Engineering,TKR,"College of Engineering, Trikaripur",N,22020,24876,23123,62487,36282,32744,22299,46490,41991,-,66633,-,35533,"FW:10109, MG:34516",11
Computer Science & Engineering,TLY,"College of Engineering,Thalassery, Kannur",N,13859,16148,15290,33138,35337,20314,15261,40811,32316,-,50811,51051,28693,"FW:10675, MG:22950",11
Computer Science & Engineering,UCC,"Institute of Engineering and Technology, Malappuram",N,25067,30759,27555,60474,58464,36992,30573,49801,-,-,67006,-,66123,FW:10911,12
Computer Science & Engineering,UCE,"University College of Engineering,Thodupuzha",N,31790,37113,33513,54917,65428,35095,33908,-,-,37621,64966,-,51782,FW:20284,12
Computer Science & Engineering,UCK,"University College of Engineering, Kariavattom, Thiruvananthapuram",N,17132,21225,19802,23926,61258,23526,21490,22010,31705,66016,48546,-,30875,"FW:12694, MG:26844",12
Computer Science & Engineering,VDA,"College of Engineering, Vadakara",N,17369,20682,18227,39251,38737,20247,19458,-,-,-,51183,-,29227,"FW:11805, MG:26782",12
Computer Science & Engineering,AAE,"Al-Azhar College of Engineering and Technology, Idukki",S,53102,65133,54539,-,-,-,-,-,-,-,-,-,-,FW:29518,12
Computer Science & Engineering,AAP,"Al-Ameen Engineering College, Palakkad",S,51651,57566,55835,-,-,-,57582,-,-,-,62915,-,-,FW:35640,12
Computer Science & Engineering,AIK,"Albertian Institute of Science and Technology, Kochi",S,31112,39161,36241,32231,33217,38481,33007,66378,-,34433,61461,-,-,FW:25773,12
Computer Science & Engineering,AJC,"Amal Jyothi College of Engineering, Kottayam",S,14422,18900,18982,33319,25690,16230,16626,35047,26983,58838,63211,-,-,FW:10590,12
Computer Science & Engineering,AME,"Rajadhani Institute of Science and Technology, Palakkad",S,55501,61255,58401,-,-,63154,60581,-,-,-,-,-,-,,12
Computer Science & Engineering,ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,18598,22367,21214,29132,27943,21350,21699,50651,31730,33298,64292,-,30865,FW:13977,12
Computer Science & Engineering,ATP,"Ahalia School of Engineering and Technology, Palakkad",S,42688,47291,44700,61792,-,-,46314,-,47390,-,-,-,48007,FW:28161,12
Computer Science & Engineering,AWH,"AWH Engineering College, Kozhikkode",S,36991,44241,38281,-,52007,47281,47847,-,50347,-,40579,-,-,FW:20319,12
Computer Science & Engineering,BJK,"Bishop Jerome Institute, Kollam",S,34819,39804,37286,36360,-,-,37509,-,-,-,64545,-,-,FW:22033,12
Computer Science & Engineering,BMC,"Baselios Mathews II College of Engineering, Kollam",S,53376,67251,60803,54853,66316,55850,63337,-,-,-,64959,-,-,FW:38557,12
Computer Science & Engineering,CCE,"Christ College of Engineering, Thrissur",S,13560,14835,16648,25007,20015,18380,14662,38637,16683,43965,59951,-,-,FW:11335,12
Computer Science & Engineering,CCV,"MGM TECHNOLOGICAL CAMPUS,Valanchery",S,62575,-,65923,-,-,-,-,-,-,-,-,-,-,FW:31345,12
Computer Science & Engineering,CIM,"Mentor Academy for Design Entrepreneurship Innovation and Technology , Ettapilly, Ernakulam",S,53223,63587,66045,-,-,-,-,-,-,-,-,-,-,,12
Computer Science & Engineering,CMA,"Carmel College of Engineering and Technology,Alappuzha",S,39667,49851,50205,46337,41835,48152,52552,-,-,-,62384,-,-,FW:26145,12
Computer Science & Engineering,DMC,"M. Dasan Institute of Technology, Kozhikode",S,42978,51331,45293,-,59560,48019,54759,-,-,-,-,-,49045,FW:28939,13
Computer Science & Engineering,ECE,"ICCS College of Engineering and Management, Thrissur",S,61203,-,63033,-,-,-,-,-,-,-,-,-,-,,13
Computer Science & Engineering,EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,49001,64374,50805,-,-,55905,62784,-,-,-,-,-,-,FW:30467,13
Computer Science & Engineering,FIT,"Federal Institute of Science and Technology, Ernakulam",S,8033,8897,9219,10745,16715,12112,10025,35691,9462,21753,46511,-,16425,FW:7831,13
Computer Science & Engineering,GIK,"Gregorian Institute of Technology,Kanjirampara,Kottayam",S,66180,-,-,-,-,-,-,-,-,-,67331,-,-,,13
Computer Science & Engineering,HGW,"Holy Grace Academy of Engineering, Thrissur",S,42914,51301,57772,54158,64682,51433,62437,-,-,-,-,-,63690,FW:31119,13
Computer Science & Engineering,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,40041,47254,42542,54706,64575,40771,41725,-,-,-,61274,-,-,FW:29939,13
Computer Science & Engineering,IES,"I E S College of Engineering, Thrissur",S,42889,45027,46942,-,61468,48432,50973,-,-,-,61112,-,-,FW:31892,13
Computer Science & Engineering,IGW,"Indira Gandhi Institute of Engineering and Technology, Ernakulam",S,49985,51538,53832,62951,-,51595,60593,52305,-,-,67069,-,-,FW:32955,13
Computer Science & Engineering,JBT,"Jai Bharath College of Management and Engineering Technology, Ernakulam",S,58921,62909,62988,61185,61865,-,-,-,-,-,63051,-,-,FW:43050,13
Computer Science & Engineering,JCE,"Jawaharlal College of Engineering and Technology, Palakkad",S,32494,34366,36421,61909,-,48946,37199,-,-,-,67080,-,41735,FW:19169,13
Computer Science & Engineering,JEC,"Jyothi Engineering College, Thrissur",S,22575,32212,25210,38659,42902,28824,26825,-,61896,-,67172,-,-,FW:14611,13
Computer Science & Engineering,JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,52066,57836,56958,58093,-,-,58178,-,-,-,-,-,-,FW:40218,13
Computer Science & Engineering,KIT,"Kottayam Institute of Technology and Science, Kottayam",S,58603,65832,-,-,-,-,-,-,-,-,-,-,-,FW:44779,13
Computer Science & Engineering,KMC,"KMCT College of Engineering, Kozhikode",S,26644,29938,27497,-,-,34326,34219,-,-,-,63504,-,-,FW:18636,13
Computer Science & Engineering,KME,"K M E A Engineering College, Cochin",S,37965,49914,38261,53665,48295,42027,42676,-,-,60612,64805,-,-,FW:21786,13
Computer Science & Engineering,KMI,"KMCT Institute of Technology and Management,Kuttipuram,Malappuram",S,47431,58740,48802,-,-,64171,63206,-,-,-,47617,-,-,"FW:31293, XS:55664",13
Computer Science & Engineering,KMT,"KMCT Institute of Emerging Technology and Management, Mukkam, Kozhikode",S,41408,53629,42997,63922,53917,52736,59451,-,-,-,57022,-,46150,FW:30068,13
Computer Science & Engineering,KMW,"KMCT College of Engineering for Women, Kozhikode",S,39047,52534,40235,48304,-,-,45515,-,-,-,-,-,53509,FW:17272,14
Computer Science & Engineering,KVE,"KVM College of Engineering and Information Technology, Alappuzha",S,60756,-,-,-,-,-,-,-,-,-,-,-,-,,14
Computer Science & Engineering,LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,46474,60631,57687,49919,-,62685,56048,56404,-,-,66657,64490,-,FW:31412,14
Computer Science & Engineering,MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,42524,53346,59553,61139,-,50509,50382,49327,-,-,-,-,-,FW:26329,14
Computer Science & Engineering,MBI,"Mar Baselios Institute of Technology and Science, Ernakulam",S,31663,38285,35976,41283,40792,39281,32081,52493,-,38569,64753,-,-,FW:25864,14
Computer Science & Engineering,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,11061,14785,15088,17398,26378,12544,12599,18552,-,44933,50763,-,-,FW:11821,14
Computer Science & Engineering,MCC,"Musaliar College Of Engineering, Thiruvananthapuram",S,63454,-,66148,64944,-,66483,-,-,-,-,-,-,-,FW:52240,14
Computer Science & Engineering,MCE,"Marian Engineering College, Thiruvananthapuram",S,26297,31137,31051,28232,-,27365,27886,29050,42039,-,64684,-,-,"FW:20501, RP:41046",14
Computer Science & Engineering,MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,55884,65644,59434,-,-,-,-,-,-,-,62944,-,-,FW:42721,14
Computer Science & Engineering,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,51705,59177,56592,60237,66301,-,52708,-,-,-,-,-,56535,FW:37065,14
Computer Science & Engineering,MEA,"M E A Engineering College, Vengoor",S,24647,39712,24938,-,-,43498,34167,-,-,-,-,-,-,FW:17412,14
Computer Science & Engineering,MEC,"Malabar College of Engineering and Technology, Thrissur",S,57783,61132,59493,-,60412,-,59555,-,-,-,-,-,58686,FW:44352,14
Computer Science & Engineering,MEE,"MES College of Engineering and Technology, Ernakulam",S,38494,51588,42911,-,55517,41376,44762,-,-,-,-,-,-,"FW:26374, XS:55970",14
Computer Science & Engineering,MEK,"MES Institute of Technology and Management, Kollam",S,51127,58713,52058,59440,-,59052,51582,-,-,-,-,-,66038,FW:30806,14
Computer Science & Engineering,MES,"M E S College of Engineering, Kuttippuram",S,18222,22951,18862,65412,40891,32348,29332,-,60579,63700,67356,-,-,FW:13259,14
Computer Science & Engineering,MET,"Mets School of Engineering, Thrissur",S,59272,63793,66848,-,66526,-,-,-,-,-,-,-,-,FW:30482,14
Computer Science & Engineering,MGC,"M G College of Engineering, Thiruvananthapuram",S,51156,59517,51567,59940,-,59713,62870,-,-,-,-,-,-,XS:52936,14
Computer Science & Engineering,MGE,"MGM College of Engineering & Technology, Ernakulam",S,60599,61419,66439,-,-,-,-,-,-,-,60742,-,-,,14
Computer Science & Engineering,MGP,"Saintgits College of Engineering, Kottayam",S,11979,13310,13671,16552,19559,17559,15083,23575,49031,42355,60339,-,-,FW:9646,15
Computer Science & Engineering,MHP,"ACE College Of Engineering, Thiruvananthapuram",S,44142,49313,46462,58556,-,-,47441,-,-,-,64097,-,-,FW:30234,15
Computer Science & Engineering,MLM,"Mangalam College of Engineering, Kottayam",S,45220,49431,54041,67045,48487,54755,61687,46533,-,-,64384,-,-,"FW:30745, XS:51990",15
Computer Science & Engineering,MLT,"Malabar Institute of Technology, Kannur",S,48396,53433,51120,-,-,50950,49966,-,-,-,61259,-,-,,15
Computer Science & Engineering,MUS,"Muslim Association College of Engineering, Thiruvananthapuram",S,66844,-,-,-,-,-,-,-,-,-,-,-,-,FW:57238,15
Computer Science & Engineering,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,5775,7649,8421,8991,14039,6065,7701,36883,20825,18608,26535,22899,10392,FW:6682,15
Computer Science & Engineering,MZC,"Mount Zion College of Engineering, Pathanamthitta",S,61654,63078,62005,-,-,-,63092,-,-,-,-,-,-,,15
Computer Science & Engineering,NCE,"Nehru College of Engineering and Research Centre, Thrissur",S,34847,38387,37383,64192,44660,38959,36340,62642,43012,-,64388,-,57876,FW:24085,15
Computer Science & Engineering,NIE,"Nirmala College of Engineering Technology and Management, Thirissur",S,44249,52773,60815,-,45394,57976,64645,46248,-,-,63997,-,-,FW:37013,15
Computer Science & Engineering,PAA,"P A Aziz College of Engineering and Technology, Thiruvananthapuram",S,63714,-,-,-,-,-,-,-,-,-,-,-,-,FW:57731,15
Computer Science & Engineering,PRC,"Providence College of Engineering, Chengannur",S,46510,51518,64430,52729,65125,51403,62491,-,-,-,64042,-,61284,FW:29025,15
Computer Science & Engineering,RCE,"Royal College of Engineering and Technology, Thrissur",S,50872,58241,51790,-,65405,51286,59223,-,-,-,65843,-,-,FW:33176,15
Computer Science & Engineering,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,4254,5883,6532,5259,12238,4588,6832,13831,14681,6325,39264,45521,-,FW:4568,15
Computer Science & Engineering,RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,33012,39133,41330,50984,65153,43255,48762,52689,-,-,-,-,49724,FW:20436,15
Computer Science & Engineering,SBC,"Sree Buddha College of Engineering, Alappuzha",S,41927,48962,51934,-,58402,55004,51040,-,-,-,66814,-,60704,FW:31131,15
Computer Science & Engineering,SCM,"SCMS School of Engineering and Technology, Ernakulam",S,17377,20358,20195,24337,32100,22607,20984,45231,29169,20403,65322,-,31767,FW:14395,15
Computer Science & Engineering,SHR,"Sahrdaya College of Engineering and Technology, Thrissur",S,25287,32052,26907,43082,37889,34888,31736,-,42113,61730,63103,-,-,FW:18964,15
Computer Science & Engineering,SIT,"Sarabhai Institute of Science and Technology, Thiruvananthapuram",S,57632,64752,63861,61125,-,-,-,-,-,-,67359,-,-,,16
Computer Science & Engineering,SJC,"St Josephs College of Engineering and Technology, Palai",S,18533,22133,23374,29557,40955,20016,22029,18763,44428,-,64263,-,-,FW:17999,16
Computer Science & Engineering,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,39790,43858,43887,62038,53990,46602,41494,-,40064,-,64557,-,61439,FW:31827,16
Computer Science & Engineering,SNG,"Sree Narayana Gurukulam College of Engineering, Ernakulam",S,37306,41701,42023,46906,59693,38903,40623,49856,-,-,67243,-,61603,FW:27282,16
Computer Science & Engineering,SNM,"SNM Institute of Management and Technology, Ernakulam",S,50193,52764,61407,52895,54065,51027,-,-,-,-,-,-,-,FW:32638,16
Computer Science & Engineering,SNP,"Sree Narayana Institute of Technology, Adoor",S,58332,60591,65756,-,-,59247,62249,-,-,-,-,-,-,,16
Computer Science & Engineering,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,49368,63825,58224,-,-,63654,50698,-,-,-,66870,-,65252,FW:32180,16
Computer Science & Engineering,STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,51830,58530,67450,-,-,58259,65989,-,-,-,65053,-,-,FW:34945,16
Computer Science & Engineering,STI,"St. Thomas Institute For Science and Technology, Thiruvananthapuram",S,49626,59539,56225,52604,-,52523,51157,52531,-,-,66759,-,-,FW:31314,16
Computer Science & Engineering,STM,"St.Thomas College of Engineering and Technology,Kannur",S,37265,43421,39453,-,-,52968,38536,-,-,-,-,-,65494,FW:24859,16
Computer Science & Engineering,TCE,"TOMS College of Engineering,Kottayam",S,62214,66496,-,-,-,62961,67107,-,-,-,66206,-,-,FW:37029,16
Computer Science & Engineering,TEC,"Travancore Engineering College, Kollam",S,66325,-,-,-,-,-,-,-,-,-,-,-,-,,16
Computer Science & Engineering,TJE,"Thejus Engineering College, Thrissur",S,44537,50512,50116,-,47991,49238,52691,64337,-,-,64434,-,53344,FW:34030,16
Computer Science & Engineering,TKI,"T K M Institute of Technology, Kollam",S,24300,26595,25963,49004,38515,46536,29333,-,52150,56137,66428,-,-,FW:16838,16
Computer Science & Engineering,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,21787,25955,25661,25431,28798,26626,23455,54652,42974,29385,66244,-,40248,FW:18724,16
Computer Science & Engineering,UKP,"UKF College of Engineering and Technology, Kollam",S,50066,64708,51658,66028,-,51553,57538,-,-,-,67185,-,62460,FW:29746,16
Computer Science & Engineering,UNT,"Universal Engineering College, Thrissur",S,50946,57711,52757,57065,58511,57603,65499,-,-,-,63620,-,63885,FW:32440,16
Computer Science & Engineering,VAK,"Vidya Academy of Science and Technology, Thiruvananthapuram",S,48983,60475,53525,-,-,52549,60169,66733,-,-,65431,-,59867,FW:26797,16
Computer Science & Engineering,VAS,"Vidya Academy of Science and Technology, Thrissur",S,26682,32355,28950,-,40830,29436,33168,-,50381,-,66919,-,42386,FW:17099,17
Computer Science & Engineering,VIT,"VISAT Engineering College, Ernakulam",S,41984,51145,49693,50312,55661,43045,42320,-,-,-,66253,-,57986,,17
Computer Science & Engineering,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,20451,25385,21817,30534,24924,20895,23486,33157,54115,-,62851,-,-,FW:14838,17
Computer Science & Engineering,VKE,"Valia Koonambaikulathamma College of Engineering and Technology, Parippally",S,54224,60886,56132,-,-,55442,56903,-,-,-,62623,-,65032,FW:40499,17
Computer Science & Engineering,VML,"Vimal Jyothi Engineering College, Kannur",S,30109,34939,36291,-,-,43558,32666,57734,45880,-,64203,-,-,FW:20710,17
Computer Science & Engineering,VPE,"Mahaguru Institute of Technology, Mavelikkara, Alappuzha",S,66157,-,66869,-,-,-,-,-,-,-,66838,-,-,FW:48234,17
Computer Science & Engineering,VVT,"Veda Vyasa Institute of Technology, Malappuram.",S,53644,57943,58795,-,-,-,55130,-,-,-,-,-,-,,17
Computer Science & Engineering,YCE,"Younus College of Engineering and Technology, Kollam",S,49714,62523,50482,59218,58474,49905,65744,-,-,-,-,-,-,FW:29835,17
Computer Science & Engineering (Artificial Intelligence),TKM,"T K M College of Engineering, Kollam",G,2205,2632,2318,4734,10726,3614,2276,-,-,-,18663,52634,-,FW:1144,17
Computer Science & Engineering (Artificial Intelligence),ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,20152,22892,21317,20579,24884,-,20609,65896,25733,24952,59077,-,26088,FW:16559,17
Computer Science & Engineering (Artificial Intelligence),BJK,"Bishop Jerome Institute, Kollam",S,35187,55852,40112,-,-,-,-,-,-,-,62254,-,-,FW:32542,17
Computer Science & Engineering (Artificial Intelligence),LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,51720,53892,58777,-,-,-,-,-,-,-,63297,-,-,FW:36960,17
Computer Science & Engineering (Artificial Intelligence),MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,47559,56438,53280,64330,-,-,56661,-,-,-,66382,-,-,FW:32919,17
Computer Science & Engineering (Artificial Intelligence),MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,13034,15702,18494,20089,37075,20252,13887,-,-,-,48199,-,-,FW:13688,17
Computer Science & Engineering (Artificial Intelligence),MEK,"MES Institute of Technology and Management, Kollam",S,39187,55999,41233,-,-,-,54034,-,-,-,-,-,57054,FW:31734,17
Computer Science & Engineering (Artificial Intelligence),MLT,"Malabar Institute of Technology, Kannur",S,54937,63244,60265,-,-,-,57657,-,-,-,67295,-,-,,17
Computer Science & Engineering (Artificial Intelligence),MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,8521,10000,9335,14208,-,16105,9084,-,-,-,57228,-,18584,FW:8673,18
Computer Science & Engineering (Artificial Intelligence),PRC,"Providence College of Engineering, Chengannur",S,46520,64432,60422,-,-,53301,63914,-,-,-,53698,-,53481,FW:22488,18
Computer Science & Engineering (Artificial Intelligence),SCM,"SCMS School of Engineering and Technology, Ernakulam",S,18502,21493,20753,30404,26889,29456,24409,-,-,-,65685,-,27429,FW:16287,18
Computer Science & Engineering (Artificial Intelligence),SJC,"St Josephs College of Engineering and Technology, Palai",S,20665,24035,24038,29643,-,30813,22065,-,-,-,-,-,-,FW:14856,18
Computer Science & Engineering (Artificial Intelligence),SNM,"SNM Institute of Management and Technology, Ernakulam",S,37638,42933,45168,-,-,-,-,-,-,52283,59201,-,-,FW:33125,18
Computer Science & Engineering (Artificial Intelligence),TKI,"T K M Institute of Technology, Kollam",S,22019,29080,24778,22096,61175,-,24273,35518,-,-,57491,-,-,FW:12948,18
Civil and Environmental Engineering,WYD,"Government Engineering College, Wayanad",G,19674,22736,21540,-,-,23028,19734,-,-,-,56075,-,46967,FW:16655,18
Civil and Environmental Engineering,HGW,"Holy Grace Academy of Engineering, Thrissur",S,60842,-,-,-,-,-,-,-,-,-,-,-,-,,18
Dairy Technology,CDI,"College of Dairy Science & Technology, Kolahalamedu, Idukki",G,21924,27866,24680,40975,65740,40325,25821,-,-,-,58758,-,61053,,18
Dairy Technology,CDP,"College of Dairy Science and Technology, Pookode",G,21707,24666,23849,48891,-,-,23721,-,-,-,57419,-,41622,,18
Dairy Technology,CDT,"Verghese Kurien Institue of Dairy & Food Technology, Mannuthy, Thrissur",G,15954,19705,18109,48057,-,-,21828,52843,-,50566,47913,57607,39359,PT:31,18
Dairy Technology,CDV,"College of Dairy Science and Technology, Thiruvananthapuram",G,17861,20305,19644,-,-,18419,22387,-,-,-,44768,53979,53571,,18
Electronics & Communication,IDK,"Government Engineering College, Idukki",G,-,16183,10873,32434,29509,19261,15389,31153,41131,-,51795,56746,33806,"CC:44, FW:9133, PT:15",19
Electronics & Communication,KKE,"Government Engineering College, Kozhikkode",G,4847,9093,7427,16363,17074,8768,9131,16652,22152,46717,32017,66839,11365,FW:5484,19
Electronics & Communication,KNR,"Government College of Engineering, Kannur",G,4703,7056,7023,16699,14298,6657,6751,14295,17724,29620,37662,-,10279,"CC:42, FW:4853",19
Electronics & Communication,KTE,"Government Rajiv Gandhi Institute of Technology, Kottayam",G,3961,4389,4385,8054,9218,5034,4260,-,19912,12660,25422,66768,5967,"CC:14, FW:3720, SD:7319",19
Electronics & Communication,MAC,"Mar Athanasius College of Engineering, Kothamangalam",G,3346,3691,3693,8179,13827,3493,3564,12042,18065,12168,29844,-,-,"CC:18, FW:2915, PI:12",19
Electronics & Communication,NSS,"N S S College of Engineering, Palakkad",G,4827,5324,5258,9904,14868,4858,5154,8809,15941,24331,31284,67141,8295,"CC:19, FW:4430, PI:15",19
Electronics & Communication,PKD,"Government Engineering College, Palakkad",G,4608,7754,7629,17096,21361,6472,7747,15362,-,49782,33877,-,10260,"CC:27, FW:5280, PT:12",19
Electronics & Communication,TCR,"Government Engineering College, Thrissur",G,1420,2137,1777,4211,3982,2561,1881,2295,3178,3280,13989,48779,3591,"FW:1240, PT:7",19
Electronics & Communication,TKM,"T K M College of Engineering, Kollam",G,2199,2448,2447,4141,6518,2607,2558,5306,3632,14895,17228,60927,-,"FW:1590, PT:8",19
Electronics & Communication,TRV,"Government Engineering College Barton Hill, Thiruvananthapuram",G,3385,4307,4273,9323,13758,4714,4193,3617,4004,-,18416,-,7005,"CC:9, FW:3238",19
Electronics & Communication,TVE,"College of Engineering, Thiruvananthapuram",G,598,891,873,1187,3941,1048,813,2090,1427,3247,8710,23508,2175,FW:496,19
Electronics & Communication,WYD,"Government Engineering College, Wayanad",G,-,16284,10269,61615,61051,18943,17527,36775,56494,-,53505,-,35931,"FW:9599, SD:38801",19
Electronics & Communication,ADR,"College of Engineering, Adoor",N,21158,22689,22757,22690,39689,29577,21212,-,59800,-,67485,-,34004,"FW:14086, MG:30778",19
Electronics & Communication,CEA,"College of Engineering, Attingal",N,28630,32841,30772,58151,-,35807,29506,-,-,-,66328,-,40784,"FW:17594, MG:43709",19
Electronics & Communication,CEC,"College of Engineering, Cherthala",N,22976,25556,24184,26781,48717,29659,23341,47382,-,40069,65791,-,50994,"FW:17170, MG:33053",19
Electronics & Communication,CEM,"College of Engineering Muttathara, Thiruvananthapuram",N,29225,33510,35168,59375,55696,37960,40715,36177,-,-,66958,-,46670,FW:19955,19
Electronics & Communication,CHN,"College of Engineering,Chengannoor",N,10378,11297,11411,16859,30187,12017,11827,12944,48159,40243,50663,-,15467,"FW:9061, MG:18108",19
Electronics & Communication,KGR,"College of Engineering Kidangoor, KOTTAYAM",N,28198,31698,31560,45765,-,28740,29730,56385,-,-,66948,-,43917,FW:18541,19
Electronics & Communication,KNP,"College of Engineering, Karunagappally, Kollam",N,27730,31346,31263,60510,-,-,39140,-,-,-,67489,-,42556,MG:40376,19
Electronics & Communication,KSD,"LBS College of Engineering, Kasaragod",N,16325,20423,18182,-,39253,-,20548,-,-,-,55019,-,37757,"FW:14084, MG:33035",19
Electronics & Communication,LBT,"LBS Institute of Technology for Women, Thiruvananthapuram",N,10783,12439,11379,15469,-,17443,12690,-,-,-,52500,-,21424,"FW:8907, MG:17212",20
Electronics & Communication,MDL,"Model Engineering College, Ernakulam",N,1994,2507,2685,4616,9741,3160,2922,4438,11632,3290,20223,59028,4745,"FW:2677, MG:3463",20
Electronics & Communication,MNR,"College of Engineering, Munnar",N,28246,30105,32140,56336,65888,42266,34235,-,-,-,66785,-,42156,FW:11684,20
Electronics & Communication,PJR,"College of Engineering Poonjar, Kottayam",N,38040,40491,39248,66716,-,45492,52005,-,-,-,67077,-,56797,MG:49160,20
Electronics & Communication,PRN,"College of Engineering Perumon, Kollam",N,24933,29337,26558,38099,-,28603,28884,27376,-,59960,67035,-,32799,FW:17685,20
Electronics & Communication,PRP,College of Engineering and Management Punnnapra,N,47503,50625,51307,61817,-,52720,52882,56935,-,-,-,-,63824,,20
Electronics & Communication,PTA,"College of Engineering, Kallooppara, Thiruvalla",N,33553,37682,39576,63449,-,39523,33918,-,-,-,67007,-,44957,"FW:21856, MG:44341",20
Electronics & Communication,SCT,"S C T College of Engineering, Thiruvananthapuram",N,6871,8439,8026,16128,14334,7899,9816,11176,30998,-,35882,-,12076,"FW:5968, MG:11086",20
Electronics & Communication,TKR,"College of Engineering, Trikaripur",N,27545,29481,30641,-,-,31230,28118,60858,-,-,-,-,44218,FW:12012,20
Electronics & Communication,TLY,"College of Engineering,Thalassery, Kannur",N,20742,23044,22144,60694,38693,25659,23769,60629,-,-,66545,-,40305,FW:15642,20
Electronics & Communication,UCC,"Institute of Engineering and Technology, Malappuram",N,33688,34782,36292,-,-,-,48185,-,-,-,40704,-,65501,FW:23304,20
Electronics & Communication,UCE,"University College of Engineering,Thodupuzha",N,46685,55582,51898,-,61898,60641,53271,-,-,-,-,-,54301,,20
Electronics & Communication,UCK,"University College of Engineering, Kariavattom, Thiruvananthapuram",N,21685,26512,27236,36764,53204,25180,26365,-,-,-,63838,-,36862,"FW:14335, MG:30750",20
Electronics & Communication,VDA,"College of Engineering, Vadakara",N,25203,26909,26473,40902,60554,28191,29179,56631,-,-,66624,-,42991,FW:14877,20
Electronics & Communication,AAE,"Al-Azhar College of Engineering and Technology, Idukki",S,66001,-,-,-,-,-,-,-,-,-,-,-,-,,20
Electronics & Communication,AAP,"Al-Ameen Engineering College, Palakkad",S,55893,-,60286,-,-,-,-,59733,-,-,-,-,-,,20
Electronics & Communication,AIK,"Albertian Institute of Science and Technology, Kochi",S,32789,42900,35174,35443,61251,-,35773,-,-,-,64893,-,-,FW:28388,20
Electronics & Communication,AJC,"Amal Jyothi College of Engineering, Kottayam",S,21563,23305,27858,29412,31620,30253,22774,32558,-,62282,-,-,-,FW:15670,20
Electronics & Communication,AME,"Rajadhani Institute of Science and Technology, Palakkad",S,60966,-,-,-,-,-,-,-,-,-,-,-,-,,20
Electronics & Communication,ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,21580,23231,24164,26532,27572,27058,27484,34103,57615,58486,67277,-,40645,FW:16828,20
Electronics & Communication,ATP,"Ahalia School of Engineering and Technology, Palakkad",S,44499,54347,50431,-,-,-,53492,-,-,-,-,-,-,FW:24819,21
Electronics & Communication,AWH,"AWH Engineering College, Kozhikkode",S,40776,46007,41922,-,-,-,-,-,-,-,-,-,-,FW:28738,21
Electronics & Communication,BJK,"Bishop Jerome Institute, Kollam",S,43112,53711,55162,-,-,-,-,-,-,-,-,-,-,FW:41688,21
Electronics & Communication,BMC,"Baselios Mathews II College of Engineering, Kollam",S,60768,-,63506,64883,-,-,-,62655,-,-,-,-,-,,21
Electronics & Communication,CCE,"Christ College of Engineering, Thrissur",S,13566,15512,19450,24565,-,20878,20664,-,-,-,67297,-,-,FW:12956,21
Electronics & Communication,CCV,"MGM TECHNOLOGICAL CAMPUS,Valanchery",S,64157,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics & Communication,CEN,"College of Engineering and Technology, Payyanur",S,43429,59051,54675,-,-,-,47182,-,-,-,-,-,-,,21
Electronics & Communication,DMC,"M. Dasan Institute of Technology, Kozhikode",S,62261,64725,63472,-,-,-,-,-,-,-,-,-,64367,FW:34532,21
