course,college_code,college_name,type,SM,EZ,MU,LA,DV,VK,BH,BX,KN,KU,SC,ST,EW,Other Categories,page
Electronics & Communication,EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,66386,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics & Communication,FIT,"Federal Institute of Science and Technology, Ernakulam",S,10107,11594,11068,20265,18641,13291,10527,29772,22814,40569,64240,-,19075,FW:9361,21
Electronics & Communication,HGW,"Holy Grace Academy of Engineering, Thrissur",S,59868,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics & Communication,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,43262,61541,43473,-,-,-,61579,-,-,-,-,-,-,FW:32918,21
Electronics & Communication,IES,"I E S College of Engineering, Thrissur",S,49087,52353,55800,-,-,-,-,-,-,-,-,-,-,FW:36210,21
Electronics & Communication,IGW,"Indira Gandhi Institute of Engineering and Technology, Ernakulam",S,54121,54732,57477,-,-,-,-,-,-,-,-,-,-,,21
Electronics & Communication,JBT,"Jai Bharath College of Management and Engineering Technology, Ernakulam",S,59246,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics & Communication,JCE,"Jawaharlal College of Engineering and Technology, Palakkad",S,44556,47815,48319,-,-,50296,45509,-,-,-,-,-,51361,FW:21779,21
Electronics & Communication,JEC,"Jyothi Engineering College, Thrissur",S,21591,24140,25913,52609,64281,-,25340,-,-,-,62562,-,-,FW:14085,21
Electronics & Communication,JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,66459,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics & Communication,KIT,"Kottayam Institute of Technology and Science, Kottayam",S,57131,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics & Communication,KMC,"KMCT College of Engineering, Kozhikode",S,40616,46893,41876,-,-,43536,50611,-,-,-,-,-,-,,22
Electronics & Communication,KME,"K M E A Engineering College, Cochin",S,44176,61577,44515,52453,-,-,64248,-,-,-,-,-,-,FW:38817,22
Electronics & Communication,KMI,"KMCT Institute of Technology and Management,Kuttipuram,Malappuram",S,56012,64271,56885,-,-,-,62393,-,-,-,-,-,-,,22
Electronics & Communication,KMT,"KMCT Institute of Emerging Technology and Management, Mukkam, Kozhikode",S,49337,56278,50238,-,-,-,-,-,-,-,-,-,56968,,22
Electronics & Communication,LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,52287,-,65465,-,52785,-,-,-,-,-,-,-,-,,22
Electronics & Communication,MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,55039,62250,-,65530,-,-,63108,-,-,-,60180,-,-,,22
Electronics & Communication,MBI,"Mar Baselios Institute of Technology and Science, Ernakulam",S,28042,29614,37643,-,65591,-,32898,-,-,-,53211,-,-,FW:24344,22
Electronics & Communication,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,15250,16660,19148,21566,37357,18483,15860,22915,38923,-,67351,-,-,FW:14058,22
Electronics & Communication,MCE,"Marian Engineering College, Thiruvananthapuram",S,28931,34104,34150,29062,-,31082,37261,-,-,-,-,-,-,FW:18666,22
Electronics & Communication,MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,59005,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics & Communication,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,47888,58504,49978,63167,-,-,53801,-,-,-,-,-,53395,,22
Electronics & Communication,MEE,"MES College of Engineering and Technology, Ernakulam",S,49795,65203,53360,50864,-,-,-,-,-,-,62759,-,-,FW:13349,22
Electronics & Communication,MEK,"MES Institute of Technology and Management, Kollam",S,45351,51459,54953,-,-,-,-,-,-,-,-,-,-,,22
Electronics & Communication,MES,"M E S College of Engineering, Kuttippuram",S,24433,28813,24767,-,-,32197,31502,-,-,-,63361,-,-,FW:17717,22
Electronics & Communication,MGC,"M G College of Engineering, Thiruvananthapuram",S,60862,64870,63264,-,-,-,-,-,-,-,-,-,-,,22
Electronics & Communication,MGE,"MGM College of Engineering & Technology, Ernakulam",S,53795,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics & Communication,MGP,"Saintgits College of Engineering, Kottayam",S,13094,16088,16309,25893,27147,21508,13849,-,-,-,65344,-,-,FW:13593,22
Electronics & Communication,MHP,"ACE College Of Engineering, Thiruvananthapuram",S,54736,56529,55980,-,-,63316,62082,-,-,-,-,-,-,FW:45843,23
Electronics & Communication,MLM,"Mangalam College of Engineering, Kottayam",S,63006,66662,65598,-,-,-,66347,-,-,-,-,-,-,FW:42197,23
Electronics & Communication,MLT,"Malabar Institute of Technology, Kannur",S,19387,23679,39931,-,-,-,-,-,-,-,-,-,-,,23
Electronics & Communication,MUS,"Muslim Association College of Engineering, Thiruvananthapuram",S,54322,-,-,-,-,-,-,-,-,-,-,-,-,FW:53919,23
Electronics & Communication,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,7816,8950,8323,13749,26887,10042,10049,-,-,-,57936,-,14124,FW:7852,23
Electronics & Communication,MZC,"Mount Zion College of Engineering, Pathanamthitta",S,61532,-,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics & Communication,NCE,"Nehru College of Engineering and Research Centre, Thrissur",S,37494,45606,43063,-,57101,-,40675,-,-,-,63073,-,56472,,23
Electronics & Communication,PAA,"P A Aziz College of Engineering and Technology, Thiruvananthapuram",S,66704,-,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics & Communication,PRC,"Providence College of Engineering, Chengannur",S,50726,50870,-,-,-,-,-,-,-,-,-,-,59897,FW:37944,23
Electronics & Communication,RCE,"Royal College of Engineering and Technology, Thrissur",S,53695,60788,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics & Communication,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,7356,8990,8853,12892,10912,9503,8457,29127,20311,18975,44792,-,-,"FW:7205, XS:7822",23
Electronics & Communication,RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,34897,42474,36088,63585,-,-,51729,-,-,-,61747,-,54688,FW:16378,23
Electronics & Communication,SBC,"Sree Buddha College of Engineering, Alappuzha",S,47331,60854,49068,52455,-,-,59027,-,-,-,-,-,48323,FW:37368,23
Electronics & Communication,SCM,"SCMS School of Engineering and Technology, Ernakulam",S,18363,21586,19120,19695,32720,23968,21940,-,-,-,-,-,32634,FW:12730,23
Electronics & Communication,SHR,"Sahrdaya College of Engineering and Technology, Thrissur",S,26164,27527,30238,38219,-,-,31844,-,-,-,57127,-,-,RP:33356,23
Electronics & Communication,SIT,"Sarabhai Institute of Science and Technology, Thiruvananthapuram",S,66758,-,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics & Communication,SJC,"St Josephs College of Engineering and Technology, Palai",S,22692,23909,29848,-,63837,32846,23010,-,-,-,-,-,-,FW:17648,23
Electronics & Communication,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,49081,50214,51644,-,-,-,49500,-,50983,-,-,-,66172,FW:29574,24
Electronics & Communication,SNG,"Sree Narayana Gurukulam College of Engineering, Ernakulam",S,47216,51357,52813,47585,67184,53535,51086,-,-,-,-,-,51773,FW:33181,24
Electronics & Communication,SNM,"SNM Institute of Management and Technology, Ernakulam",S,64479,-,66308,-,-,-,-,-,-,-,-,-,-,,24
Electronics & Communication,SNP,"Sree Narayana Institute of Technology, Adoor",S,64767,65223,-,-,-,-,-,-,-,-,-,-,-,,24
Electronics & Communication,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,47025,-,51650,-,-,-,-,-,-,-,-,-,55963,FW:27978,24
Electronics & Communication,STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,63656,-,-,-,-,-,-,-,-,-,-,-,-,FW:33612,24
Electronics & Communication,STI,"St. Thomas Institute For Science and Technology, Thiruvananthapuram",S,46057,47141,62652,58728,-,-,63232,-,-,-,-,-,-,FW:37293,24
Electronics & Communication,STM,"St.Thomas College of Engineering and Technology,Kannur",S,52781,56705,52841,-,-,-,53138,-,-,-,-,-,57646,FW:43436,24
Electronics & Communication,TCE,"TOMS College of Engineering,Kottayam",S,66309,-,-,-,-,-,-,-,-,-,-,-,-,,24
Electronics & Communication,TCT,"Trinity College of Engineering, Thiruvananthapuram",S,65698,-,-,66379,-,-,-,-,-,-,-,-,-,FW:40783,24
Electronics & Communication,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,25145,28846,26136,26322,41859,43210,29301,-,-,-,64946,-,32377,FW:22671,24
Electronics & Communication,UKP,"UKF College of Engineering and Technology, Kollam",S,53311,56817,60800,59411,-,-,54330,-,-,-,-,-,-,FW:22821,24
Electronics & Communication,UNT,"Universal Engineering College, Thrissur",S,56474,58716,59564,-,-,-,-,-,-,-,-,-,62401,FW:35098,24
Electronics & Communication,VAK,"Vidya Academy of Science and Technology, Thiruvananthapuram",S,47633,60616,64809,-,-,-,-,-,-,-,-,-,60627,,24
Electronics & Communication,VAS,"Vidya Academy of Science and Technology, Thrissur",S,27859,33195,30763,-,-,-,33324,-,-,-,65346,-,41990,FW:17906,24
Electronics & Communication,VIT,"VISAT Engineering College, Ernakulam",S,63634,-,66350,-,-,-,-,-,-,-,-,-,-,,24
Electronics & Communication,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,28253,31861,30846,35609,60289,32895,-,-,-,-,-,63771,-,FW:21957,24
Electronics & Communication,VKE,"Valia Koonambaikulathamma College of Engineering and Technology, Parippally",S,64943,-,-,-,-,-,-,-,-,-,-,-,-,,24
Electronics & Communication,VML,"Vimal Jyothi Engineering College, Kannur",S,28444,37205,35869,-,-,45096,29802,-,-,-,-,-,-,FW:13107,25
Electronics & Communication,VVT,"Veda Vyasa Institute of Technology, Malappuram.",S,59976,-,-,-,-,-,-,-,-,-,-,-,-,,25
Electronics & Communication,YCE,"Younus College of Engineering and Technology, Kollam",S,56295,65352,57139,-,-,-,-,-,-,-,-,-,-,FW:28080,25
Electrical & Electronics,IDK,"Government Engineering College, Idukki",G,-,18948,12794,57089,54858,20058,21248,50040,20156,-,56257,-,52300,FW:11740,25
Electrical & Electronics,KNR,"Government College of Engineering, Kannur",G,6393,9611,9657,17076,28468,10130,9268,45775,40529,50525,44115,62817,14155,"FW:7345, SD:18926",25
Electrical & Electronics,KTE,"Government Rajiv Gandhi Institute of Technology, Kottayam",G,6516,7452,7090,15851,19963,7598,7131,14176,-,48126,37154,61226,10732,"FW:5207, PT:27",25
Electrical & Electronics,MAC,"Mar Athanasius College of Engineering, Kothamangalam",G,6178,6740,6977,13095,19961,7814,6897,16190,25298,42910,44291,29421,-,"FW:5070, XS:7202",25
Electrical & Electronics,NSS,"N S S College of Engineering, Palakkad",G,7042,8793,8838,20712,36700,8706,8627,19655,29291,56814,43562,27530,12543,"FW:6586, PI:13",25
Electrical & Electronics,PKD,"Government Engineering College, Palakkad",G,6768,11012,10744,23665,25069,11057,10701,43656,35695,-,44810,-,17492,FW:7194,25
Electrical & Electronics,TCR,"Government Engineering College, Thrissur",G,2962,3322,3271,6874,13390,4106,4017,12503,9165,31674,21079,66054,6763,FW:2375,25
Electrical & Electronics,TKM,"T K M College of Engineering, Kollam",G,3853,4651,4412,10487,16732,4751,4579,11747,21763,39287,26513,61974,-,"FW:3155, RP:7317, SD:7237",25
Electrical & Electronics,TRV,"Government Engineering College Barton Hill, Thiruvananthapuram",G,6490,6901,7371,10516,20747,9396,7279,-,33090,53470,35851,-,10751,FW:4664,25
Electrical & Electronics,TVE,"College of Engineering, Thiruvananthapuram",G,1386,2162,1821,3419,5399,1497,1848,2103,1662,18241,12735,51578,3874,"FW:1162, PT:3, SD:2689, XS:1845",25
Electrical & Electronics,WYD,"Government Engineering College, Wayanad",G,-,19679,12639,52883,-,21240,22169,59228,47729,-,55374,66735,51262,FW:11310,25
Electrical & Electronics,ADR,"College of Engineering, Adoor",N,33998,38096,36315,42573,60653,38107,35156,52401,-,-,67337,-,56290,MG:43024,25
Electrical & Electronics,CEA,"College of Engineering, Attingal",N,43080,44867,55988,47898,-,47304,48967,-,-,-,65775,-,59355,MG:59210,25
Electrical & Electronics,CEC,"College of Engineering, Cherthala",N,28955,31646,33420,31915,-,-,33800,-,-,-,65475,-,49360,"FW:20417, MG:38944",25
Electrical & Electronics,CEM,"College of Engineering Muttathara, Thiruvananthapuram",N,42771,45285,52219,50281,66952,48733,45684,-,-,63812,67041,-,61777,,25
Electrical & Electronics,CHN,"College of Engineering,Chengannoor",N,14272,18580,15089,25765,36399,14823,14660,-,-,-,57973,-,19995,"FW:12890, MG:23287",26
Electrical & Electronics,KGR,"College of Engineering Kidangoor, KOTTAYAM",N,39244,43846,44211,-,-,42523,43899,-,-,-,65889,-,61863,FW:23019,26
Electrical & Electronics,KSD,"LBS College of Engineering, Kasaragod",N,30342,37224,32010,-,38516,39176,31721,-,-,-,66879,64721,51160,"FW:20922, MG:43184",26
Electrical & Electronics,MDL,"Model Engineering College, Ernakulam",N,4813,4978,4950,12349,13548,5065,5374,-,-,-,25870,-,13137,"FW:4596, MG:6613",26
Electrical & Electronics,MNR,"College of Engineering, Munnar",N,38994,48754,50383,-,-,-,56979,-,-,-,66484,-,-,FW:22908,26
Electrical & Electronics,PRN,"College of Engineering Perumon, Kollam",N,29725,34700,31688,29922,48066,30333,30564,-,-,-,66549,-,41602,FW:21453,26
Electrical & Electronics,PRP,College of Engineering and Management Punnnapra,N,56427,61931,61558,-,-,61136,61044,-,-,-,64718,-,-,,26
Electrical & Electronics,PTA,"College of Engineering, Kallooppara, Thiruvalla",N,46997,48586,53498,-,-,55049,66557,-,-,-,67208,-,63707,"FW:38829, MG:58061",26
Electrical & Electronics,TKR,"College of Engineering, Trikaripur",N,41440,44669,46252,-,-,48438,45056,-,64150,-,67239,-,59574,FW:30042,26
Electrical & Electronics,TLY,"College of Engineering,Thalassery, Kannur",N,28282,30149,31651,33200,-,29191,30459,-,-,-,-,-,61076,FW:18570,26
Electrical & Electronics,UCC,"Institute of Engineering and Technology, Malappuram",N,52068,63376,66532,-,63858,66519,63481,53691,-,-,-,-,-,,26
Electrical & Electronics,UCE,"University College of Engineering,Thodupuzha",N,60483,66803,67039,-,-,61404,67044,-,-,-,66605,-,-,,26
Electrical & Electronics,VDA,"College of Engineering, Vadakara",N,39871,44008,45649,-,58592,50591,49119,-,-,-,62017,-,50039,FW:21087,26
Electrical & Electronics,AAP,"Al-Ameen Engineering College, Palakkad",S,65926,-,-,-,-,-,-,-,-,-,-,-,-,,26
Electrical & Electronics,AIK,"Albertian Institute of Science and Technology, Kochi",S,49301,54748,55098,-,-,-,-,-,-,-,-,-,-,FW:37439,26
Electrical & Electronics,AJC,"Amal Jyothi College of Engineering, Kottayam",S,33453,40602,36689,60538,39635,-,38980,-,-,-,66460,-,-,FW:25408,26
Electrical & Electronics,ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,29502,32221,34563,39559,52681,-,33516,-,-,-,52246,-,55557,FW:25917,26
Electrical & Electronics,ATP,"Ahalia School of Engineering and Technology, Palakkad",S,66108,-,-,-,-,-,-,-,-,-,-,-,-,,26
Electrical & Electronics,BJK,"Bishop Jerome Institute, Kollam",S,51806,53132,57826,-,-,-,-,-,-,-,61171,-,-,FW:42582,26
Electrical & Electronics,BMC,"Baselios Mathews II College of Engineering, Kollam",S,63382,-,-,-,-,-,-,-,-,-,-,-,-,FW:51057,26
Electrical & Electronics,CCE,"Christ College of Engineering, Thrissur",S,27321,30851,29047,34272,30748,37131,33226,-,-,-,34968,-,-,FW:22454,26
Electrical & Electronics,CEN,"College of Engineering and Technology, Payyanur",S,53155,58973,59285,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,CMA,"Carmel College of Engineering and Technology,Alappuzha",S,65659,-,-,-,-,-,-,-,-,-,-,-,-,FW:32738,27
Electrical & Electronics,DMC,"M. Dasan Institute of Technology, Kozhikode",S,67226,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,FIT,"Federal Institute of Science and Technology, Ernakulam",S,14320,17978,15352,32181,30215,15492,15140,-,-,-,66664,-,37710,FW:11323,27
Electrical & Electronics,HGW,"Holy Grace Academy of Engineering, Thrissur",S,58834,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,56564,-,57894,-,-,-,-,-,-,-,-,-,-,FW:23400,27
Electrical & Electronics,IES,"I E S College of Engineering, Thrissur",S,66272,-,-,-,-,-,-,-,-,-,-,-,-,FW:51413,27
Electrical & Electronics,IGW,"Indira Gandhi Institute of Engineering and Technology, Ernakulam",S,66962,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,JBT,"Jai Bharath College of Management and Engineering Technology, Ernakulam",S,63568,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,JEC,"Jyothi Engineering College, Thrissur",S,30259,38849,42754,-,-,-,-,-,-,-,43853,-,-,FW:28023,27
Electrical & Electronics,JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,61273,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,KIT,"Kottayam Institute of Technology and Science, Kottayam",S,49477,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,KMC,"KMCT College of Engineering, Kozhikode",S,50757,54878,51981,50947,-,-,-,-,-,-,58479,-,-,,27
Electrical & Electronics,KME,"K M E A Engineering College, Cochin",S,59032,-,63606,-,-,-,-,-,-,-,-,-,-,FW:41266,27
Electrical & Electronics,LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,66802,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,65332,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical & Electronics,MBI,"Mar Baselios Institute of Technology and Science, Ernakulam",S,46074,50993,50709,49470,-,-,46367,-,-,-,-,-,-,,27
Electrical & Electronics,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,21805,25308,31106,28621,47408,26225,28784,-,-,-,62010,-,-,FW:19861,27
Electrical & Electronics,MCE,"Marian Engineering College, Thiruvananthapuram",S,38386,55699,49135,51284,-,57552,52627,-,-,-,-,-,-,,28
Electrical & Electronics,MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,60118,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical & Electronics,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,55251,-,61858,-,-,-,55631,-,-,-,-,-,-,,28
Electrical & Electronics,MEA,"M E A Engineering College, Vengoor",S,47942,50825,49088,-,-,-,-,-,-,-,-,-,-,,28
Electrical & Electronics,MEK,"MES Institute of Technology and Management, Kollam",S,66270,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical & Electronics,MES,"M E S College of Engineering, Kuttippuram",S,33349,52188,34140,-,-,42815,46229,-,-,-,63834,-,-,FW:24170,28
Electrical & Electronics,MGC,"M G College of Engineering, Thiruvananthapuram",S,65390,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical & Electronics,MGP,"Saintgits College of Engineering, Kottayam",S,26161,32207,28914,40591,51728,-,27085,-,-,-,-,-,-,FW:19342,28
Electrical & Electronics,MHP,"ACE College Of Engineering, Thiruvananthapuram",S,60539,-,61809,-,-,-,-,-,-,-,-,-,-,,28
Electrical & Electronics,MLM,"Mangalam College of Engineering, Kottayam",S,65743,-,-,-,-,-,-,-,-,-,-,-,-,FW:50643,28
Electrical & Electronics,MLT,"Malabar Institute of Technology, Kannur",S,52965,58086,52994,-,-,-,-,-,-,-,-,-,-,,28
Electrical & Electronics,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,14299,16062,15596,27051,58389,32593,15270,-,-,-,64820,-,29006,FW:12635,28
Electrical & Electronics,PRC,"Providence College of Engineering, Chengannur",S,53153,62165,-,-,-,-,-,-,-,-,66898,-,-,,28
Electrical & Electronics,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,10268,11549,11970,-,32331,15468,13460,-,-,-,58852,-,-,FW:12321,28
Electrical & Electronics,RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,45582,59750,46782,-,-,-,-,54913,-,-,66873,-,51028,,28
Electrical & Electronics,SBC,"Sree Buddha College of Engineering, Alappuzha",S,53188,-,-,-,-,-,61744,-,-,-,62869,-,-,,28
Electrical & Electronics,SCM,"SCMS School of Engineering and Technology, Ernakulam",S,27309,28134,27838,-,-,-,-,-,-,-,-,-,35801,FW:21636,28
Electrical & Electronics,SHR,"Sahrdaya College of Engineering and Technology, Thrissur",S,35472,42517,48648,-,-,-,-,-,-,-,-,-,-,FW:23453,28
Electrical & Electronics,SIT,"Sarabhai Institute of Science and Technology, Thiruvananthapuram",S,56455,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,SJC,"St Josephs College of Engineering and Technology, Palai",S,28256,40913,44220,-,-,-,-,-,-,-,-,-,-,FW:34314,29
Electrical & Electronics,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,55022,57462,64422,-,-,-,56446,-,-,-,-,-,-,,29
Electrical & Electronics,SNG,"Sree Narayana Gurukulam College of Engineering, Ernakulam",S,60719,62585,61388,-,-,-,-,-,-,-,-,-,-,FW:44502,29
Electrical & Electronics,SNM,"SNM Institute of Management and Technology, Ernakulam",S,51012,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,SNP,"Sree Narayana Institute of Technology, Adoor",S,52913,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,67373,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,63559,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,STI,"St. Thomas Institute For Science and Technology, Thiruvananthapuram",S,66265,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,TCT,"Trinity College of Engineering, Thiruvananthapuram",S,66972,-,-,-,-,-,67016,-,-,-,-,-,-,FW:42159,29
Electrical & Electronics,TJE,"Thejus Engineering College, Thrissur",S,67444,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,37016,38796,39135,-,-,-,-,-,-,61100,-,-,-,,29
Electrical & Electronics,UKP,"UKF College of Engineering and Technology, Kollam",S,66714,-,-,-,-,-,-,-,-,-,-,-,-,FW:44388,29
Electrical & Electronics,UNT,"Universal Engineering College, Thrissur",S,62095,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,VAS,"Vidya Academy of Science and Technology, Thrissur",S,37863,44106,48662,-,-,39083,37920,-,-,-,62913,-,57656,FW:19197,29
Electrical & Electronics,VIT,"VISAT Engineering College, Ernakulam",S,64254,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,39113,54563,41188,-,-,-,57608,-,-,-,-,58153,-,,29
Electrical & Electronics,VKE,"Valia Koonambaikulathamma College of Engineering and Technology, Parippally",S,65829,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical & Electronics,VML,"Vimal Jyothi Engineering College, Kannur",S,36440,37751,37329,-,-,-,37482,-,-,-,60082,-,-,FW:23598,30
Electrical & Electronics,VPE,"Mahaguru Institute of Technology, Mavelikkara, Alappuzha",S,66166,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical & Electronics,YCE,"Younus College of Engineering and Technology, Kollam",S,66416,-,-,-,-,-,-,-,-,-,-,-,-,FW:44606,30
Electrical and Computer Engineering,TKM,"T K M College of Engineering, Kollam",G,2902,4381,3946,8783,11417,7883,4633,-,23411,63315,33212,-,3479,"FW:2871, PI:14",30
Electrical and Computer Engineering,TVE,"College of Engineering, Thiruvananthapuram",G,1502,2297,2073,5037,5202,1904,2280,6167,8090,10172,17675,-,4522,FW:1123,30
Electrical and Computer Engineering,KGR,"College of Engineering Kidangoor, KOTTAYAM",N,39783,45813,46977,51840,-,-,51887,-,-,-,62679,-,-,FW:25331,30
Electrical and Computer Engineering,DMC,"M. Dasan Institute of Technology, Kozhikode",S,67111,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Computer Engineering,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,24257,30880,28578,28372,-,26179,30817,-,-,-,-,-,-,FW:19605,30
Electrical and Computer Engineering,MEA,"M E A Engineering College, Vengoor",S,53544,-,53671,-,-,-,-,-,-,-,-,-,-,FW:41149,30
Electrical and Computer Engineering,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,44287,49272,47175,50914,66841,-,-,-,-,-,-,-,-,FW:40286,30
Food Technology,CDT,"Verghese Kurien Institue of Dairy & Food Technology, Mannuthy, Thrissur",G,16609,19534,17097,31800,24751,27206,20974,-,-,-,42747,-,26517,,30
Food Technology,COU,"KUFOS, School of Ocean Engineering and Underwater Technology, Ernakulam",G,20529,22803,23930,29202,32168,29136,27032,-,-,-,49901,-,59552,,30
Food Technology,KCT,"Kelappaji College of Agricultural Engineering and Food Technology, Tavanur",G,21782,28311,24674,33327,39228,34158,25374,44335,-,50598,52220,-,50791,,30
Food Technology,AJC,"Amal Jyothi College of Engineering, Kottayam",S,44227,63974,47850,51446,-,-,47907,-,-,-,-,-,-,FW:25142,31
Food Technology,ECE,"ICCS College of Engineering and Management, Thrissur",S,65815,-,-,-,-,-,-,-,-,-,-,-,-,,31
Food Technology,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,49056,-,55976,-,-,-,-,-,-,-,-,-,-,,31
Food Technology,MCC,"Musaliar College Of Engineering, Thiruvananthapuram",S,58526,-,62840,-,-,-,-,-,-,-,67306,-,-,,31
Food Technology,MGP,"Saintgits College of Engineering, Kottayam",S,44777,55881,60496,54450,-,49944,57503,-,-,-,65658,-,-,FW:37618,31
Food Technology,SBC,"Sree Buddha College of Engineering, Alappuzha",S,62690,-,-,-,-,-,-,-,-,-,-,-,-,,31
Food Technology,TKI,"T K M Institute of Technology, Kollam",S,36274,51852,38128,51465,52737,-,42726,-,-,-,66701,-,-,FW:29745,31
Instrumentation & Control Engg.,NSS,"N S S College of Engineering, Palakkad",G,12809,14949,13447,43350,60650,13690,14541,-,39845,-,56562,-,25718,FW:10364,31
Instrumentation & Control Engg.,SNM,"SNM Institute of Management and Technology, Ernakulam",S,50758,-,-,-,-,-,-,-,-,-,-,-,-,,31
Industrial Engineering,TVE,"College of Engineering, Thiruvananthapuram",G,7363,8435,8349,11720,18397,9075,12658,9081,24905,-,27331,-,14883,"CC:30, FW:4376",31
Information Technology,IDK,"Government Engineering College, Idukki",G,10480,19826,16327,42365,35217,20763,29970,31422,55298,-,53871,-,44932,"FW:12947, PI:35, XS:12389",31
Information Technology,PKD,"Government Engineering College, Palakkad",G,10384,12160,10827,21542,17293,10593,10696,46318,29454,-,43166,-,17621,"FW:8554, PI:24",31
Information Technology,TRV,"Government Engineering College Barton Hill, Thiruvananthapuram",G,6675,8522,7172,14028,28054,9289,9507,-,-,-,32484,-,10786,"FW:4855, PI:10, SD:18125",32
Information Technology,KSD,"LBS College of Engineering, Kasaragod",N,28802,33579,30520,-,-,36076,29776,-,-,-,60876,-,51441,"FW:19871, MG:39903",32
Information Technology,LBT,"LBS Institute of Technology for Women, Thiruvananthapuram",N,18458,24313,19476,36509,-,-,22748,-,-,-,52522,-,36566,"FW:16073, MG:30005",32
Information Technology,TLY,"College of Engineering,Thalassery, Kannur",N,29612,31594,31381,-,63341,46518,35298,-,-,-,67274,-,43047,FW:18037,32
