course,college_code,college_name,type,SM,EZ,MU,LA,DV,VK,BH,BX,KN,KU,SC,ST,EW,Other Categories,page
Computer Science and Engineering,KGR,"College of Engineering Kidangoor, KOTTAYAM",N,22846,28053,30050,43267,55587,24264,37348,28364,44308,-,59314,-,53667,"CB:55315, FW:12109, MG:49601",11
Computer Science and Engineering,KNP,"College of Engineering, Karunagappally, Kollam",N,24532,27371,26864,35722,38921,26250,28852,48836,-,53947,59073,-,43112,"FW:20653, MG:55990",11
Computer Science and Engineering,KSD,"LBS College of Engineering, Kasaragod",N,18154,23219,20794,47508,56770,25454,23327,53579,46430,-,62557,22487,32850,"FW:11220, MG:41204, PD:63982",11
Computer Science and Engineering,LBT,"LBS Institute of Technology for Women, Thiruvananthapuram",N,13233,15842,16307,25191,31705,18864,15019,14829,34411,48484,48987,-,20608,"FW:9747, MG:25904",12
Computer Science and Engineering,MDL,"Model Engineering College, Ernakulam",N,1595,2350,2038,4256,7062,2613,1964,6848,3789,16975,16285,36998,3178,"FW:1406, MG:3493, PD:48879",12
Computer Science and Engineering,MNR,"College of Engineering, Munnar",N,20966,23735,21358,42742,-,34112,23420,-,-,-,57108,-,47589,"FW:11332, MG:50872",12
Computer Science and Engineering,PEC,"College of Engineering Pathanapuram, Kollam",N,39556,49720,49935,59895,58097,39645,45056,-,-,-,62049,-,54306,"CB:62116, FW:19352",12
Computer Science and Engineering,PJR,"College of Engineering Poonjar, Kottayam",N,43616,49022,51878,56896,58045,51512,53572,44370,-,50347,63836,-,64501,"FW:28915, MG:64688",12
Computer Science and Engineering,PRN,"College of Engineering Perumon, Kollam",N,16395,22083,18122,19976,23497,17585,20978,27675,-,-,50544,-,29046,"CB:52109, FW:10513, MG:32306",12
Computer Science and Engineering,PRP,"CAPE College of Engineering, Punnapra, Alappuzha",N,40124,51689,47727,55334,48413,50491,54347,40389,-,-,64309,-,52387,FW:21292,12
Computer Science and Engineering,PTA,"College of Engineering, Kallooppara, Thiruvalla",N,30419,34311,37752,-,41378,36311,34155,30518,-,-,57648,-,43422,"FW:23037, MG:61696",12
Computer Science and Engineering,SCT,"S C T College of Engineering, Thiruvananthapuram",N,5711,7131,6933,7650,10939,9991,6542,6129,19377,33053,23674,48666,11106,"FW:4784, MG:9804",12
Computer Science and Engineering,TKR,"College of Engineering, Trikaripur",N,24868,29169,30145,-,27525,25697,27272,-,-,-,60160,-,43183,"FW:16889, MG:46366",12
Computer Science and Engineering,TLY,"College of Engineering,Thalassery, Kannur",N,14209,18936,15116,38788,37364,16304,15984,28154,32984,-,51348,-,26237,"CB:54238, FW:10354, MG:26631",12
Computer Science and Engineering,UCC,"Institute of Engineering and Technology, Malappuram",N,26344,32291,27117,38708,-,33349,36605,60253,-,-,64646,-,51455,FW:13719,12
Computer Science and Engineering,UCE,"University College of Engineering,Thodupuzha",N,38451,46660,43947,-,62469,46867,44225,-,-,-,62613,-,58176,FW:21401,12
Computer Science and Engineering,UCK,"University College of Engineering, Kariavattom, Thiruvananthapuram",N,19858,22671,25039,23700,42378,22832,25417,20470,30869,38592,52528,-,28171,"FW:13026, MG:32517",12
Computer Science and Engineering,VDA,"College of Engineering, Vadakara",N,17419,22313,19195,51234,34928,22754,20077,-,-,-,56079,-,36807,"FW:10406, MG:33743",12
Computer Science and Engineering,AAE,"Al-Azhar College of Engineering and Technology, Idukki",S,63735,-,-,-,-,-,-,-,-,-,-,-,-,FW:43040,12
Computer Science and Engineering,AAP,"Al-Ameen Engineering College, Palakkad",S,65276,-,-,-,-,-,-,-,-,-,-,-,-,FW:41498,12
Computer Science and Engineering,AIK,"Albertian Institute of Science and Technology, Kochi",S,35770,43009,40152,36847,48977,46546,55468,-,-,-,-,-,-,"FW:26160, YA:55790",12
Computer Science and Engineering,AJC,"Amal Jyothi College of Engineering, Kottayam",S,17640,22251,20916,30319,30954,23427,23011,32986,-,56363,60049,-,-,"FW:11721, YB:30906",12
Computer Science and Engineering,AME,"Rajadhani Institute of Science and Technology, Palakkad",S,62772,-,-,-,-,-,-,-,-,-,-,-,-,,13
Computer Science and Engineering,ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,22702,27850,24866,34618,26915,27487,34330,45173,50738,-,65129,-,38961,FW:17516,13
Computer Science and Engineering,ATP,"Ahalia School of Engineering and Technology, Palakkad",S,49095,55814,55897,-,-,55500,49759,-,-,-,-,-,51450,FW:25759,13
Computer Science and Engineering,AWH,"AWH Engineering College, Kozhikkode",S,47853,55090,52665,-,-,-,57596,-,-,-,-,-,-,FW:27966,13
Computer Science and Engineering,BJK,"Bishop Jerome Institute, Kollam",S,44925,46218,55566,48332,-,-,63949,-,-,-,62664,-,-,"FW:31808, YC:64345",13
Computer Science and Engineering,BMC,"Baselios Mathews II College of Engineering, Kollam",S,65121,-,-,-,-,-,-,-,-,-,-,-,-,FW:45982,13
Computer Science and Engineering,CCE,"Christ College of Engineering, Thrissur",S,20489,25667,24926,39904,29348,31433,28992,44639,52289,33275,60719,-,-,"FW:14944, YU:63574",13
Computer Science and Engineering,CCV,"MGM TECHNOLOGICAL CAMPUS,Valanchery",S,63588,-,-,-,-,-,-,-,-,-,-,-,-,,13
Computer Science and Engineering,CEN,"College of Engineering and Technology, Payyannur, Kannur.",S,60887,62863,63164,-,-,-,61767,-,-,-,65321,-,-,,13
Computer Science and Engineering,CIM,"Mentor Academy for Design Entrepreneurship Innovation and Technology , Ettapilly, Ernakulam",S,61372,-,-,-,-,-,-,-,-,-,-,-,-,,13
Computer Science and Engineering,CMA,"Carmel College of Engineering and Technology,Alappuzha",S,44521,61515,48206,49332,53285,-,-,-,-,-,61616,-,-,"FW:31790, YY:63715",13
Computer Science and Engineering,DMC,"M. Dasan Institute of Technology, Kozhikode",S,52752,59245,55714,-,-,-,61729,-,-,-,-,-,-,FW:36010,13
Computer Science and Engineering,ECE,"ICCS College of Engineering and Management, Thrissur",S,62288,-,-,-,-,-,-,-,-,-,-,-,-,,13
Computer Science and Engineering,EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,49048,51004,52699,-,-,-,-,-,-,-,-,-,-,FW:35415,13
Computer Science and Engineering,FIT,"Federal Institute of Science and Technology, Ernakulam",S,9697,11379,10710,13463,14138,13091,11102,39752,30389,33044,36153,-,15579,FW:8426,13
Computer Science and Engineering,GIK,"Gregorian Institute of Technology,Kanjirampara,Kottayam",S,53407,-,-,-,-,-,-,-,-,-,-,-,-,,13
Computer Science and Engineering,HGW,"Holy Grace Academy of Engineering, Thrissur",S,62357,-,-,-,-,-,-,-,-,-,-,-,-,FW:31725,13
Computer Science and Engineering,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,49247,59877,51405,-,58480,-,-,-,-,58605,63690,-,-,FW:35351,14
Computer Science and Engineering,IES,"I E S College of Engineering, Thrissur",S,49959,54995,54598,-,58447,-,59368,-,-,-,64404,-,-,FW:33116,14
Computer Science and Engineering,IGW,"Indira Gandhi Institute of Engineering and Technology, Ernakulam",S,65408,-,-,-,-,-,-,-,-,-,-,-,-,FW:45962,14
Computer Science and Engineering,JBT,"Jai Bharath College of Management and Engineering Technology, Ernakulam",S,64947,-,-,-,-,-,-,-,-,-,-,-,-,,14
Computer Science and Engineering,JCE,"Jawaharlal College of Engineering and Technology, Palakkad",S,37142,43419,46348,-,-,60306,39255,-,-,-,63804,-,61086,FW:23217,14
Computer Science and Engineering,JEC,"Jyothi Engineering College, Thrissur",S,25629,34042,33022,63988,30372,37075,27006,-,-,54983,58337,-,-,FW:16337,14
Computer Science and Engineering,JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,63107,-,-,-,-,-,-,-,-,-,-,-,-,FW:50208,14
Computer Science and Engineering,KIT,"Kottayam Institute of Technology and Science, Kottayam",S,63210,-,-,-,-,-,-,-,-,-,-,-,-,,14
Computer Science and Engineering,KMC,"KMCT College of Engineering, Kozhikode",S,31621,38506,32688,-,-,36165,42655,-,-,-,52970,-,-,FW:15084,14
Computer Science and Engineering,KME,"K M E A Engineering College, Cochin",S,47326,57480,51268,64200,50875,60903,52348,-,-,55539,62155,-,-,FW:27307,14
Computer Science and Engineering,KMI,"KMCT Institute of Technology and Management,Kuttipuram,Malappuram",S,61154,-,62304,-,-,-,-,-,-,-,-,-,-,FW:34663,14
Computer Science and Engineering,KMT,"KMCT Institute of Emerging Technology and Management, Mukkam, Kozhikode",S,44178,62806,47172,-,45661,-,58394,-,-,-,60318,-,-,FW:24906,14
Computer Science and Engineering,KMV,"KMCT College of Engineering for Emerging Technologies & Management, Vadakara",S,62017,62404,63990,-,-,-,-,-,-,-,-,-,64757,,14
Computer Science and Engineering,KMW,"KMCT College of Engineering for Women, Kozhikode",S,56970,-,-,-,-,-,-,-,-,-,-,-,60709,FW:28162,14
Computer Science and Engineering,KMY,"KMCT College of Engineering for Emerging Technologies & Management, Perinthalmanna, Malappuram",S,48935,54782,56620,-,-,-,-,-,-,-,-,-,-,,14
Computer Science and Engineering,KMZ,"KMCT College of Engineering for Emerging Technologies & Management, Kasargod",S,60557,-,62633,-,-,-,-,-,-,-,-,-,62825,,14
Computer Science and Engineering,KVE,"KVM College of Engineering and Information Technology, Alappuzha",S,49470,-,-,-,-,-,-,-,-,-,-,-,-,,14
Computer Science and Engineering,LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,52386,64520,52895,-,56803,56351,53878,53230,-,-,63815,-,-,"FW:33277, YG:54913",15
Computer Science and Engineering,MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,65269,-,-,-,-,-,-,-,-,-,-,-,-,FW:29393,15
Computer Science and Engineering,MBI,"Mar Baselios Institute of Technology and Science, Ernakulam",S,40052,50214,45565,51520,55389,48475,46519,60956,-,-,59654,-,-,FW:23562,15
Computer Science and Engineering,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,13714,16366,15472,22910,16438,15720,17034,16354,-,53358,47836,53228,-,FW:13481,15
Computer Science and Engineering,MCC,"Musaliar College Of Engineering, Thiruvananthapuram",S,62921,-,-,-,-,-,-,-,-,-,-,-,-,MM:35207,15
Computer Science and Engineering,MCE,"Marian Engineering College, Thiruvananthapuram",S,34362,45713,37255,35808,56255,44287,42624,36891,49352,-,58984,-,-,"FW:24514, RP:53201, YJ:62188",15
Computer Science and Engineering,MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,56312,-,-,-,-,-,-,-,-,-,-,-,-,,15
Computer Science and Engineering,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,54984,64181,64037,-,-,64440,63524,63767,-,-,-,-,-,FW:33303,15
Computer Science and Engineering,MEA,"M E A Engineering College, Vengoor",S,28406,61425,29021,-,-,39560,-,-,-,-,62556,-,-,"FW:16490, MM:27133",15
Computer Science and Engineering,MEC,"Malabar College of Engineering and Technology, Thrissur",S,58821,-,-,-,-,-,-,-,-,-,-,-,-,FW:49794,15
Computer Science and Engineering,MEE,"MES College of Engineering and Technology, Ernakulam",S,46249,56406,48573,58292,-,-,61227,-,-,-,-,-,-,XS:53101,15
Computer Science and Engineering,MEK,"MES Institute of Technology and Management, Kollam",S,61589,-,63310,-,-,-,-,-,-,-,64174,-,-,FW:35567,15
Computer Science and Engineering,MES,"M E S College of Engineering, Kuttippuram",S,21840,38783,23111,-,40614,47882,29770,-,62232,-,64914,-,-,FW:12894,15
Computer Science and Engineering,MET,"Mets School of Engineering, Thrissur",S,60135,-,-,-,-,-,-,-,-,-,-,-,-,,15
Computer Science and Engineering,MGC,"M G College of Engineering, Thiruvananthapuram",S,57680,60393,-,-,-,61644,58022,-,-,-,61753,-,-,,15
Computer Science and Engineering,MGE,"MGM College of Engineering & Technology, Ernakulam",S,62436,-,-,-,-,-,-,-,-,-,-,-,-,,15
Computer Science and Engineering,MGP,"Saintgits College of Engineering, Kottayam",S,14441,18475,15931,15857,28753,25961,15632,32846,-,31655,54372,-,-,FW:12652,15
Computer Science and Engineering,MHP,"ACE College Of Engineering, Thiruvananthapuram",S,46232,56396,49506,47296,-,-,46570,-,-,-,58851,-,-,"FW:34393, MM:9524",15
Computer Science and Engineering,MLM,"Mangalam College of Engineering, Kottayam",S,64111,-,64217,-,-,-,64299,-,-,-,64172,-,-,FW:47596,16
Computer Science and Engineering,MLT,"Malabar Institute of Technology, Kannur",S,62430,-,-,-,-,-,-,-,-,-,-,-,-,FW:42606,16
Computer Science and Engineering,MUS,"Muslim Association College of Engineering, Thiruvananthapuram",S,-,-,-,-,-,-,-,-,-,-,-,-,-,"FW:64065, MM:42345",16
Computer Science and Engineering,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,8224,10468,9257,17919,23493,11624,11251,34208,52312,35951,41425,61410,17009,FW:6917,16
Computer Science and Engineering,MZC,"Mount Zion College of Engineering, Pathanamthitta",S,64373,-,-,-,-,-,-,-,-,-,-,-,-,FW:58790,16
Computer Science and Engineering,NCE,"Nehru College of Engineering and Research Centre, Thrissur",S,48283,53666,54413,58647,49187,49227,56230,-,-,-,50925,-,-,FW:26710,16
Computer Science and Engineering,NIE,"Nirmala College of Engineering Technology and Management, Thirissur",S,65320,-,-,-,-,-,-,-,-,-,-,-,-,FW:43700,16
Computer Science and Engineering,PRC,"Providence College of Engineering, Chengannur",S,59560,63155,60074,-,-,64648,61371,-,-,-,61730,-,-,FW:36590,16
Computer Science and Engineering,RCE,"Royal College of Engineering and Technology, Thrissur",S,63123,-,-,-,-,-,-,-,-,-,-,-,-,FW:50129,16
Computer Science and Engineering,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,5818,7194,6845,11383,10860,11030,9769,27434,23661,24548,36364,56862,-,"FW:4820, YN:10665",16
Computer Science and Engineering,RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,46457,57656,53750,59180,-,65037,60728,-,51770,-,64828,-,63330,FW:27989,16
Computer Science and Engineering,SBC,"Sree Buddha College of Engineering, Alappuzha",S,52998,61674,64942,64970,57795,62223,64417,-,-,-,-,-,64113,FW:37555,16
Computer Science and Engineering,SCM,"SCMS School of Engineering and Technology, Ernakulam",S,17825,21702,20173,29841,31367,24475,21478,41044,60089,58921,59594,-,32960,FW:13397,16
Computer Science and Engineering,SHR,"Sahrdaya College of Engineering and Technology, Thrissur",S,37078,43624,43311,-,53417,-,41589,56568,-,-,62004,-,-,"FW:24079, YO:53939",16
Computer Science and Engineering,SIT,"Sarabhai Institute of Science and Technology, Thiruvananthapuram",S,63681,-,-,-,-,-,-,-,-,-,-,-,-,FW:52662,16
Computer Science and Engineering,SJC,"St Josephs College of Engineering and Technology, Palai",S,25818,32773,32019,53381,42186,33910,30741,44044,-,-,65093,-,-,"FW:22005, YP:36062",16
Computer Science and Engineering,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,59759,64287,65271,-,-,-,64398,60964,-,-,-,-,-,FW:31041,16
Computer Science and Engineering,SNG,"Sree Narayana Gurukulam College of Engineering, Ernakulam",S,52190,65279,64325,64342,56047,59815,62506,-,-,-,61708,-,-,FW:31824,17
Computer Science and Engineering,SNM,"SNM Institute of Management and Technology, Ernakulam",S,58965,-,-,-,-,-,-,-,-,-,-,-,-,,17
Computer Science and Engineering,SNP,"Sree Narayana Institute of Technology, Adoor",S,64014,-,-,-,-,-,-,-,-,-,-,-,-,,17
Computer Science and Engineering,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,62237,62874,-,-,-,-,64761,-,-,-,-,-,-,FW:31684,17
Computer Science and Engineering,STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,65255,-,-,-,-,-,-,-,-,-,-,-,-,FW:47262,17
Computer Science and Engineering,STI,"St. Thomas Institute For Science and Technology, Thiruvananthapuram",S,61167,64469,-,63103,-,-,64799,64887,-,-,-,-,-,FW:47393,17
Computer Science and Engineering,STM,"St.Thomas College of Engineering and Technology,Kannur",S,45037,53055,46582,-,-,54517,45895,-,-,-,-,-,-,FW:28012,17
Computer Science and Engineering,TCE,"TOMS College of Engineering,Kottayam",S,57340,-,-,-,-,-,-,-,-,-,-,-,-,,17
Computer Science and Engineering,TEC,"Travancore Engineering College, Kollam",S,62884,-,-,-,-,-,-,-,-,-,-,-,-,,17
Computer Science and Engineering,TJE,"Thejus Engineering College, Thrissur",S,59063,63604,63916,-,-,59547,-,-,-,-,-,-,-,FW:34833,17
Computer Science and Engineering,TKI,"T K M Institute of Technology, Kollam",S,34386,40860,37817,44194,63757,54125,49391,55127,-,-,63707,-,-,FW:22879,17
Computer Science and Engineering,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,30252,40284,33617,34316,39207,30946,39197,56559,-,52402,63664,-,61032,FW:22134,17
Computer Science and Engineering,UKP,"UKF College of Engineering and Technology, Kollam",S,53945,61998,65003,63352,-,55860,55569,-,61352,-,59478,-,58461,FW:31991,17
Computer Science and Engineering,UNT,"Universal Engineering College, Thrissur",S,57080,62166,61321,-,-,-,-,-,-,-,61631,-,59287,FW:31304,17
Computer Science and Engineering,VAK,"Vidya Academy of Science and Technology, Thiruvananthapuram",S,52754,59260,63351,-,-,54444,61864,-,-,-,64489,-,-,FW:26979,17
Computer Science and Engineering,VAS,"Vidya Academy of Science and Technology, Thrissur",S,38902,46186,47777,-,52364,52104,42819,-,43234,-,63637,-,64852,FW:22195,17
Computer Science and Engineering,VIT,"VISAT Engineering College, Ernakulam",S,61142,61419,65157,-,65020,-,-,-,-,-,-,-,-,,17
Computer Science and Engineering,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,26645,33706,29417,32685,46894,28384,42361,29435,57448,-,52957,64817,-,"FW:18756, YQ:43889",17
Computer Science and Engineering,VKE,"Valia Koonambaikulathamma College of Engineering and Technology, Parippally",S,64784,-,-,-,-,-,-,-,-,-,-,-,-,FW:37572,17
Computer Science and Engineering,VML,"Vimal Jyothi Engineering College, Kannur",S,38169,47078,45826,-,49748,54032,42970,-,47664,-,57772,64668,-,FW:19221,18
Computer Science and Engineering,VPE,"Mahaguru Institute of Technology, Mavelikkara, Alappuzha",S,65044,-,-,-,-,-,-,-,-,-,-,-,-,FW:51029,18
Computer Science and Engineering,VVT,"Veda Vyasa Institute of Technology, Malappuram.",S,54273,-,-,-,-,-,-,-,-,-,-,-,-,FW:57281,18
Computer Science and Engineering,YCE,"Younus College of Engineering and Technology, Kollam",S,61214,64204,63068,-,-,62013,-,-,-,-,61282,-,-,"FW:29082, MM:45873",18
Computer Science and Engineering (Artificial Intelligence),TKM,"T K M College of Engineering, Kollam.",G,2218,2740,2561,6363,4616,3707,2488,-,-,-,13969,59175,-,"FW:1770, PD:50676",18
Computer Science and Engineering (Artificial Intelligence),TKR,"College of Engineering, Trikaripur",N,37693,47276,39763,-,-,39192,39634,64060,-,-,64862,-,54987,"CB:33707, FW:22339",18
Computer Science and Engineering (Artificial Intelligence),AJC,"Amal Jyothi College of Engineering, Kottayam",S,21951,24268,23946,32568,45667,25742,25119,-,-,-,61989,-,-,"FW:20308, YB:38847",18
Computer Science and Engineering (Artificial Intelligence),ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,24369,28637,26354,32273,-,34769,35741,-,44376,38097,50434,-,35648,FW:21255,18
Computer Science and Engineering (Artificial Intelligence),BJK,"Bishop Jerome Institute, Kollam",S,47038,53697,50317,50668,-,62856,65289,-,-,-,-,-,-,"FW:28134, YC:61202",18
Computer Science and Engineering (Artificial Intelligence),LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,53306,60527,63319,61624,-,-,53598,-,-,-,-,-,-,FW:33702,18
Computer Science and Engineering (Artificial Intelligence),MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,62655,-,-,-,-,-,64247,-,-,-,-,-,-,FW:39043,18
Computer Science and Engineering (Artificial Intelligence),MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,16855,19795,21621,19060,27954,29953,17818,-,-,-,46926,-,-,FW:12982,18
Computer Science and Engineering (Artificial Intelligence),MEK,"MES Institute of Technology and Management, Kollam",S,58554,-,60045,-,-,-,-,-,-,-,-,-,-,FW:35924,18
Computer Science and Engineering (Artificial Intelligence),MES,"M E S College of Engineering, Kuttippuram",S,23279,49766,24791,-,-,-,64208,-,-,-,-,-,-,,18
Computer Science and Engineering (Artificial Intelligence),MLT,"Malabar Institute of Technology, Kannur",S,64036,-,-,-,-,-,-,-,-,-,-,-,-,FW:50193,18
Computer Science and Engineering (Artificial Intelligence),MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,12556,15725,14613,18016,14772,14497,16984,28538,-,-,56397,-,25908,FW:9165,18
Computer Science and Engineering (Artificial Intelligence),PRC,"Providence College of Engineering, Chengannur",S,48508,65045,-,-,-,65005,-,-,-,-,-,-,54417,FW:33442,18
Computer Science and Engineering (Artificial Intelligence),SCM,"SCMS School of Engineering and Technology, Ernakulam",S,19683,22786,20918,23174,21019,20770,23554,-,-,-,51839,-,31391,FW:15816,19
Computer Science and Engineering (Artificial Intelligence),SJC,"St Josephs College of Engineering and Technology, Palai",S,29823,33124,42083,49488,52353,36949,30888,53774,-,-,61721,-,-,"FW:23658, YP:48584",19
Computer Science and Engineering (Artificial Intelligence),SNM,"SNM Institute of Management and Technology, Ernakulam",S,63740,-,-,-,-,-,-,-,-,-,-,-,-,FW:34823,19
Computer Science and Engineering (Artificial Intelligence),TJE,"Thejus Engineering College, Thrissur",S,57382,64915,61602,60725,-,-,63288,-,-,-,59445,-,59315,,19
Computer Science and Engineering (Artificial Intelligence),TKI,"T K M Institute of Technology, Kollam",S,33745,40283,40362,56505,46882,49869,41925,-,-,-,65173,-,-,FW:21283,19
Civil and Environmental Engineering,WYD,"Government Engineering College, Wayanad",G,16940,18706,17621,36444,-,25969,22186,-,-,-,53267,27096,48203,FW:11492,19
Dairy Technology.,CDI,"College of Dairy Science & Technology, Kolahalamedu, Idukki",G,20547,24128,23320,45040,60677,49101,-,-,-,-,52781,-,57010,,19
Dairy Technology.,CDP,"College of Dairy Science and Technology, Pookode",G,17545,23516,22606,39800,-,-,30932,-,-,-,41353,58327,47265,,19
Dairy Technology.,CDT,"Verghese Kurien Institue of Dairy & Food Technology, Mannuthy, Thrissur",G,14821,21911,15664,36697,20105,-,21343,59017,-,22155,22719,-,26923,PI:57,19
Dairy Technology.,CDV,"College of Dairy Science and Technology, Thiruvananthapuram",G,16661,20342,19436,-,-,18137,26654,-,-,-,33239,24999,38697,,19
Electronics and Communication Engineering,IDK,"Government Engineering College, Idukki",G,-,14422,8520,17635,40798,19360,13093,32501,40931,44339,46981,-,31741,"FW:7555, PI:42",19
Electronics and Communication Engineering,KKE,"Government Engineering College, Kozhikkode",G,4538,9064,6922,13685,21174,8780,8456,22546,16117,-,30879,64727,11821,FW:4491,20
Electronics and Communication Engineering,KNR,"Government College of Engineering, Kannur",G,4744,7014,7022,13494,19503,6648,6456,39978,26857,35302,28685,61816,11164,"CC:18, FW:3485, PD:64031",20
Electronics and Communication Engineering,KTE,"Govt. Rajiv Gandhi Institute of Tech., Kottayam.",G,3781,4070,4045,8585,5920,4063,4472,-,-,19929,20780,9826,5429,"CC:13, FW:2635, PD:35485, SD:4830",20
Electronics and Communication Engineering,MAC,"Mar Athanasius College of Engineering, Kothamangalam",G,3083,3665,3592,8072,11354,3895,4075,12918,19303,21754,26798,-,-,"CC:14, FW:2343, PT:8",20
Electronics and Communication Engineering,NSS,"N S S College of Engineering, Palakkad",G,4763,5575,5205,10580,13079,5850,5199,22988,15827,19653,29214,50605,8119,"CC:31, FW:3195, PT:10",20
Electronics and Communication Engineering,PKD,"Government Engineering College, Palakkad",G,4707,7796,6977,12111,26607,8526,7736,44354,22123,38085,30268,54871,10723,"CC:43, FW:5165, PI:5",20
Electronics and Communication Engineering,TCR,"Govt. Engineering College,Thrissur.",G,1331,1700,1502,5903,4118,1662,1896,5619,10649,11873,13393,47633,3436,"FW:1071, PD:32889, PI:4",20
Electronics and Communication Engineering,TKM,"T K M College of Engineering, Kollam.",G,1878,2366,1962,5037,2672,2884,2201,5375,14447,8299,19705,39309,-,"FW:1341, PI:3",20
Electronics and Communication Engineering,TRV,"Government Engineering College Barton Hill, Thiruvananthapuram",G,3694,4793,4274,6440,14126,4562,4414,7449,17553,22192,22863,-,6769,"CC:3, FW:2822",20
Electronics and Communication Engineering,TVE,"College of Engineering,Thiruvananthapuram.",G,601,1079,795,2187,1641,1024,925,1385,2035,3384,7147,25313,1759,"FW:286, PD:62893",20
Electronics and Communication Engineering,WYD,"Government Engineering College, Wayanad",G,-,14375,8818,47870,53716,19483,17687,60832,40970,-,52785,-,31899,"CC:37, FW:7971, SD:64324",20
Electronics and Communication Engineering,ADR,"College of Engineering, Adoor",N,23040,25358,25517,43274,46019,24524,23877,-,42694,-,62424,-,36937,"FW:15188, MG:36160",20
Electronics and Communication Engineering,AEC,"College of Engineering of Aranmula, Pathanamthitta",N,63137,-,-,-,-,-,-,-,-,-,-,-,-,,20
Electronics and Communication Engineering,CEA,"College of Engineering, Attingal",N,29725,38008,40069,64266,-,40055,30412,-,-,-,59651,62743,54885,"FW:16765, MG:53904",20
Electronics and Communication Engineering,CEC,"College of Engineering, Cherthala",N,23359,25782,28739,24135,47122,32958,26302,-,-,45065,56980,-,49675,"FW:14945, MG:41860",20
Electronics and Communication Engineering,CEM,"College of Engineering Muttathara, Thiruvananthapuram",N,37953,49788,48294,54971,40336,42516,43688,41712,59137,-,65299,-,62828,FW:26806,20
Electronics and Communication Engineering,CHN,"College of Engineering,Chengannur",N,10767,11388,12250,18716,28659,12009,12567,51425,23388,-,48513,-,16826,"FW:10218, MG:20732",20
Electronics and Communication Engineering,KGR,"College of Engineering Kidangoor, KOTTAYAM",N,42217,57268,59919,53104,-,51133,50422,57651,53777,-,64318,-,62696,"CB:45905, FW:24785",20
Electronics and Communication Engineering,KNP,"College of Engineering, Karunagappally, Kollam",N,29490,32539,43167,-,57570,33443,31627,-,-,-,64210,-,58737,MG:51894,20
Electronics and Communication Engineering,KSD,"LBS College of Engineering, Kasaragod",N,17807,22467,19639,50037,-,19098,18490,-,-,-,62571,-,28943,"FW:11610, MG:37758",20
Electronics and Communication Engineering,LBT,"LBS Institute of Technology for Women, Thiruvananthapuram",N,11722,14761,16496,17816,30055,-,12857,12941,-,-,42121,-,20672,"FW:9880, MG:24673",21
Electronics and Communication Engineering,MDL,"Model Engineering College, Ernakulam",N,2064,2665,2442,3266,5798,3272,2428,3809,13647,12394,18488,53664,6459,"FW:2046, MG:4202",21
Electronics and Communication Engineering,MNR,"College of Engineering, Munnar",N,37828,42861,48842,-,63992,61718,52950,56123,-,-,64385,-,62534,,21
Electronics and Communication Engineering,PEC,"College of Engineering Pathanapuram, Kollam",N,58406,65046,58496,-,-,-,61983,-,-,-,-,-,-,,21
Electronics and Communication Engineering,PJR,"College of Engineering Poonjar, Kottayam",N,49915,52342,64486,-,-,-,62432,-,-,-,65358,-,-,MG:60720,21
Electronics and Communication Engineering,PRN,"College of Engineering Perumon, Kollam",N,24463,28932,28533,36594,61129,37112,26739,33284,32179,-,64836,-,40792,"CB:55319, FW:13149",21
Electronics and Communication Engineering,PRP,"CAPE College of Engineering, Punnapra, Alappuzha",N,43551,56308,60410,52831,62791,45993,50503,-,-,-,-,-,45930,,21
Electronics and Communication Engineering,PTA,"College of Engineering, Kallooppara, Thiruvalla",N,43502,57054,57889,-,62905,-,-,-,-,-,-,-,63479,"FW:29510, MG:62257",21
Electronics and Communication Engineering,SCT,"S C T College of Engineering, Thiruvananthapuram",N,7717,8815,8402,12714,33475,7864,9399,10327,-,49087,38615,-,13892,"FW:7829, MG:11551",21
Electronics and Communication Engineering,TKR,"College of Engineering, Trikaripur",N,38567,48593,50233,-,-,40210,40115,-,59857,-,48166,-,61742,FW:26993,21
