course,college_code,college_name,type,SM,EZ,MU,LA,DV,VK,BH,BX,KN,KU,SC,ST,EW,Other Categories,page
Electronics and Communication Engineering,TLY,"College of Engineering,Thalassery, Kannur",N,21034,23395,24117,62488,48947,32465,22451,-,36159,-,61421,-,40077,"CB:57147, FW:12697",21
Electronics and Communication Engineering,UCC,"Institute of Engineering and Technology, Malappuram",N,32162,34436,35562,-,59061,35104,41536,-,-,-,-,-,61528,FW:20933,21
Electronics and Communication Engineering,UCE,"University College of Engineering,Thodupuzha",N,53369,60325,-,-,-,-,63410,-,-,-,58048,-,-,,21
Electronics and Communication Engineering,UCK,"University College of Engineering, Kariavattom, Thiruvananthapuram",N,20868,25016,24297,35384,34248,23482,24587,-,-,-,55767,-,34212,"FW:12036, MG:29840",21
Electronics and Communication Engineering,VDA,"College of Engineering, Vadakara",N,25169,28565,27126,-,59038,34664,27038,-,-,-,58285,-,43620,"CB:47332, FW:14678",21
Electronics and Communication Engineering,AAE,"Al-Azhar College of Engineering and Technology, Idukki",S,64640,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics and Communication Engineering,AAP,"Al-Ameen Engineering College, Palakkad",S,57627,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics and Communication Engineering,AIK,"Albertian Institute of Science and Technology, Kochi",S,37128,40824,49484,-,-,-,-,-,-,-,51491,-,-,"FW:21106, YA:64179",21
Electronics and Communication Engineering,AJC,"Amal Jyothi College of Engineering, Kottayam",S,20182,23524,24334,33118,57089,22468,23085,37126,-,-,65319,-,-,"FW:14667, YB:42032",21
Electronics and Communication Engineering,AME,"Rajadhani Institute of Science and Technology, Palakkad",S,63594,-,-,-,-,-,-,-,-,-,-,-,-,,21
Electronics and Communication Engineering,ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,24366,25915,29726,35660,46377,27339,29079,42879,-,36352,38963,-,34864,"CC:48, FW:14822",22
Electronics and Communication Engineering,ATP,"Ahalia School of Engineering and Technology, Palakkad",S,56901,-,63265,-,-,-,-,-,-,-,-,-,-,FW:29982,22
Electronics and Communication Engineering,AWH,"AWH Engineering College, Kozhikkode",S,57090,-,60822,-,-,-,-,-,-,-,-,-,-,FW:29337,22
Electronics and Communication Engineering,BJK,"Bishop Jerome Institute, Kollam",S,46475,48819,51942,-,-,-,-,-,-,-,-,-,-,FW:25207,22
Electronics and Communication Engineering,BMC,"Baselios Mathews II College of Engineering, Kollam",S,61892,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,CCE,"Christ College of Engineering, Thrissur",S,16404,17714,19313,18001,-,19138,22727,-,-,-,60778,-,-,"FW:12775, YU:34139",22
Electronics and Communication Engineering,CCV,"MGM TECHNOLOGICAL CAMPUS,Valanchery",S,60389,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,CEN,"College of Engineering and Technology, Payyannur, Kannur.",S,59825,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,DMC,"M. Dasan Institute of Technology, Kozhikode",S,61294,63609,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,EKC,"Eranad Knowledge City Technical Campus, Malappuram",S,60214,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,FIT,"Federal Institute of Science and Technology, Ernakulam",S,10515,13395,11630,20549,20590,12718,11794,35388,42531,22190,51675,-,18778,FW:8369,22
Electronics and Communication Engineering,GIK,"Gregorian Institute of Technology,Kanjirampara,Kottayam",S,52440,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,HGW,"Holy Grace Academy of Engineering, Thrissur",S,57752,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,59226,-,-,-,-,-,-,-,-,-,-,-,-,FW:36572,22
Electronics and Communication Engineering,IES,"I E S College of Engineering, Thrissur",S,60476,-,-,-,-,-,-,-,-,-,-,-,-,FW:43164,22
Electronics and Communication Engineering,IGW,"Indira Gandhi Institute of Engineering and Technology, Ernakulam",S,58505,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,JBT,"Jai Bharath College of Management and Engineering Technology, Ernakulam",S,58860,-,-,-,-,-,-,-,-,-,-,-,-,,22
Electronics and Communication Engineering,JCE,"Jawaharlal College of Engineering and Technology, Palakkad",S,50890,65405,61219,52941,-,-,52792,-,-,-,57947,-,58917,FW:29585,22
Electronics and Communication Engineering,JEC,"Jyothi Engineering College, Thrissur",S,26715,30219,26986,60298,52095,34511,30043,-,-,-,57314,-,-,"FW:17402, YZ:52805",23
Electronics and Communication Engineering,JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,65404,-,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics and Communication Engineering,KIT,"Kottayam Institute of Technology and Science, Kottayam",S,58547,-,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics and Communication Engineering,KMC,"KMCT College of Engineering, Kozhikode",S,44486,53197,47675,-,-,-,64447,-,-,-,-,-,-,FW:28962,23
Electronics and Communication Engineering,KME,"K M E A Engineering College, Cochin",S,51174,64936,53861,53733,-,-,58716,-,-,-,-,-,-,FW:31932,23
Electronics and Communication Engineering,KMI,"KMCT Institute of Technology and Management,Kuttipuram,Malappuram",S,59249,-,61869,-,-,-,-,-,-,-,-,-,-,,23
Electronics and Communication Engineering,KMT,"KMCT Institute of Emerging Technology and Management, Mukkam, Kozhikode",S,57049,-,58729,-,-,-,-,-,-,-,-,-,-,FW:21229,23
Electronics and Communication Engineering,KMV,"KMCT College of Engineering for Emerging Technologies & Management, Vadakara",S,65132,-,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics and Communication Engineering,KMY,"KMCT College of Engineering for Emerging Technologies & Management, Perinthalmanna, Malappuram",S,50009,-,55844,-,-,55355,-,-,-,-,63756,-,-,,23
Electronics and Communication Engineering,KMZ,"KMCT College of Engineering for Emerging Technologies & Management, Kasargod",S,64429,-,-,-,-,-,-,-,-,-,-,-,-,,23
Electronics and Communication Engineering,LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,64638,64873,-,-,-,-,-,-,-,-,-,-,-,FW:48391,23
Electronics and Communication Engineering,MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,54911,-,59741,-,-,-,-,-,-,-,-,-,-,,23
Electronics and Communication Engineering,MBI,"Mar Baselios Institute of Technology and Science, Ernakulam",S,26673,42170,30735,27255,-,-,-,-,-,-,57973,-,-,"FW:25114, YH:34092",23
Electronics and Communication Engineering,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,16816,19139,20595,26152,34999,31663,17279,23294,40557,-,63434,-,-,FW:14494,23
Electronics and Communication Engineering,MCC,"Musaliar College Of Engineering, Thiruvananthapuram",S,47610,-,-,-,-,-,-,-,-,-,-,-,-,MM:51432,23
Electronics and Communication Engineering,MCE,"Marian Engineering College, Thiruvananthapuram",S,34725,39770,43614,48758,-,56053,40920,-,-,-,65356,-,-,"FW:26188, YJ:59153",23
Electronics and Communication Engineering,MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,50235,-,-,-,-,-,-,-,-,-,-,-,-,,24
Electronics and Communication Engineering,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,59171,-,60581,-,-,-,-,-,-,-,-,-,-,FW:35130,24
Electronics and Communication Engineering,MEA,"M E A Engineering College, Vengoor",S,39644,50229,43740,-,-,-,-,-,-,-,-,-,-,MM:44540,24
Electronics and Communication Engineering,MEE,"MES College of Engineering and Technology, Ernakulam",S,64756,-,-,-,-,-,-,-,-,-,-,-,-,FW:48993,24
Electronics and Communication Engineering,MEK,"MES Institute of Technology and Management, Kollam",S,65088,-,-,-,-,-,-,-,-,-,-,-,-,FW:35030,24
Electronics and Communication Engineering,MES,"M E S College of Engineering, Kuttippuram",S,23092,23830,23534,-,61217,41545,25256,-,-,-,-,-,-,FW:17645,24
Electronics and Communication Engineering,MGC,"M G College of Engineering, Thiruvananthapuram",S,53779,-,-,-,-,-,-,-,-,-,-,-,-,,24
Electronics and Communication Engineering,MGE,"MGM College of Engineering & Technology, Ernakulam",S,64211,-,-,-,-,-,-,-,-,-,-,-,-,,24
Electronics and Communication Engineering,MGP,"Saintgits College of Engineering, Kottayam",S,14006,16113,14288,21557,31617,15487,17762,-,-,-,63963,-,-,FW:8912,24
Electronics and Communication Engineering,MHP,"ACE College Of Engineering, Thiruvananthapuram",S,53226,56612,63505,-,-,63391,57797,-,-,-,-,-,-,"FW:34277, MM:30186",24
Electronics and Communication Engineering,MLM,"Mangalam College of Engineering, Kottayam",S,50844,54060,57339,-,-,-,-,-,-,55138,55553,-,-,,24
Electronics and Communication Engineering,MLT,"Malabar Institute of Technology, Kannur",S,60816,-,-,-,-,-,-,-,-,-,-,-,-,FW:44524,24
Electronics and Communication Engineering,MUS,"Muslim Association College of Engineering, Thiruvananthapuram",S,-,-,-,-,-,-,-,-,-,-,-,-,-,"FW:35143, MM:48214",24
Electronics and Communication Engineering,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,9055,10203,9623,9196,11737,17082,9542,-,-,-,53998,-,16314,FW:8981,24
Electronics and Communication Engineering,NCE,"Nehru College of Engineering and Research Centre, Thrissur",S,46618,49608,64791,-,63672,-,49940,-,-,-,-,-,53083,FW:31430,24
Electronics and Communication Engineering,PRC,"Providence College of Engineering, Chengannur",S,59676,-,-,-,-,-,-,-,-,-,-,-,-,FW:38602,24
Electronics and Communication Engineering,RCE,"Royal College of Engineering and Technology, Thrissur",S,60671,-,-,-,-,-,-,-,-,-,-,-,-,FW:35608,24
Electronics and Communication Engineering,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,7411,9564,8136,13774,15740,18513,8847,15686,16599,25655,45442,-,-,"FW:6904, XS:7769, YN:13568",24
Electronics and Communication Engineering,RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,38044,55482,49555,62067,-,-,38227,-,-,-,-,-,-,FW:12295,25
Electronics and Communication Engineering,SBC,"Sree Buddha College of Engineering, Alappuzha",S,42373,58764,53080,-,-,46923,47148,-,-,-,-,-,57503,FW:31762,25
Electronics and Communication Engineering,SCM,"SCMS School of Engineering and Technology, Ernakulam",S,19280,20897,21052,29160,19479,22498,22453,48557,-,43727,57862,-,24259,FW:16723,25
Electronics and Communication Engineering,SHR,"Sahrdaya College of Engineering and Technology, Thrissur",S,31531,32555,47333,38385,56315,-,31760,-,-,-,64696,-,-,"FW:24237, YO:57879",25
Electronics and Communication Engineering,SIT,"Sarabhai Institute of Science and Technology, Thiruvananthapuram",S,63159,-,-,-,-,-,-,-,-,-,-,-,-,,25
Electronics and Communication Engineering,SJC,"St Josephs College of Engineering and Technology, Palai",S,29643,37033,37169,37270,61913,39808,36192,45936,-,53031,57066,-,-,"FW:23832, YP:45517",25
Electronics and Communication Engineering,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,47439,56343,61536,-,-,-,59278,-,-,-,-,-,-,FW:24451,25
Electronics and Communication Engineering,SNG,"Sree Narayana Gurukulam College of Engineering, Ernakulam",S,53497,59149,57114,-,-,-,-,-,-,-,-,-,-,FW:33599,25
Electronics and Communication Engineering,SNM,"SNM Institute of Management and Technology, Ernakulam",S,61762,-,-,-,-,-,-,-,-,-,-,-,-,,25
Electronics and Communication Engineering,SNP,"Sree Narayana Institute of Technology, Adoor",S,56180,-,-,-,-,-,-,-,-,-,-,-,-,,25
Electronics and Communication Engineering,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,47336,48870,54848,-,-,-,51149,-,-,-,-,-,59697,FW:32670,25
Electronics and Communication Engineering,STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,61880,-,-,-,-,-,-,-,-,-,-,-,-,FW:56814,25
Electronics and Communication Engineering,STI,"St. Thomas Institute For Science and Technology, Thiruvananthapuram",S,55470,60303,-,-,-,-,-,-,-,-,62563,-,-,FW:25362,25
Electronics and Communication Engineering,STM,"St.Thomas College of Engineering and Technology,Kannur",S,52140,61203,58929,-,-,-,56552,-,-,-,-,-,-,FW:36391,25
Electronics and Communication Engineering,TCE,"TOMS College of Engineering,Kottayam",S,48123,-,-,-,-,-,-,-,-,-,-,-,-,,25
Electronics and Communication Engineering,TCT,"Trinity College of Engineering, Thiruvananthapuram",S,65223,-,-,-,-,-,-,-,-,-,-,-,-,FW:53245,25
Electronics and Communication Engineering,TOC,"Toc H Institute of Science and Technology, Ernakulam",S,28821,33727,31969,33441,43964,37006,31766,-,-,-,39363,-,-,FW:23490,25
Electronics and Communication Engineering,UKP,"UKF College of Engineering and Technology, Kollam",S,55574,64095,62215,-,-,-,56277,-,-,-,-,-,-,FW:37951,26
Electronics and Communication Engineering,UNT,"Universal Engineering College, Thrissur",S,64002,-,-,-,-,-,-,-,-,-,-,-,-,FW:35530,26
Electronics and Communication Engineering,VAK,"Vidya Academy of Science and Technology, Thiruvananthapuram",S,50527,56286,-,-,-,-,-,-,-,-,60368,-,-,FW:30592,26
Electronics and Communication Engineering,VAS,"Vidya Academy of Science and Technology, Thrissur",S,26520,29668,46078,-,32343,35186,32249,-,-,-,48656,-,43455,FW:19790,26
Electronics and Communication Engineering,VIT,"VISAT Engineering College, Ernakulam",S,61746,-,-,-,-,-,-,-,-,-,-,-,-,,26
Electronics and Communication Engineering,VJC,"Viswajyothi College of Engineering and Technology, Ernakulam",S,27143,28347,32047,-,47030,28889,-,-,-,-,-,-,-,"FW:15629, YQ:37981",26
Electronics and Communication Engineering,VKE,"Valia Koonambaikulathamma College of Engineering and Technology, Parippally",S,57401,-,-,-,-,-,-,-,-,-,-,-,-,,26
Electronics and Communication Engineering,VML,"Vimal Jyothi Engineering College, Kannur",S,35476,45035,49862,-,-,37754,35939,-,-,-,-,-,-,FW:21670,26
Electronics and Communication Engineering,VPE,"Mahaguru Institute of Technology, Mavelikkara, Alappuzha",S,61736,-,-,-,-,-,-,-,-,-,-,-,-,,26
Electronics and Communication Engineering,VVT,"Veda Vyasa Institute of Technology, Malappuram.",S,60239,-,-,-,-,-,-,-,-,-,-,-,-,,26
Electronics and Communication Engineering,YCE,"Younus College of Engineering and Technology, Kollam",S,64508,-,-,-,-,-,-,-,-,-,-,-,-,"FW:44947, MM:42668",26
Electrical and Electronics Engineering,IDK,"Government Engineering College, Idukki",G,-,16455,10816,41658,50462,21450,16739,25035,-,-,49105,-,42071,FW:9765,26
Electrical and Electronics Engineering,KNR,"Government College of Engineering, Kannur",G,6176,9458,8766,15495,35014,9722,9166,9211,27323,45990,46293,47699,17125,"CC:46, FW:7127, SD:26565",26
Electrical and Electronics Engineering,KTE,"Govt. Rajiv Gandhi Institute of Tech., Kottayam.",G,6230,8051,6682,8931,14737,7059,7101,11024,31714,-,31068,-,9083,"FW:4128, PI:7",26
Electrical and Electronics Engineering,MAC,"Mar Athanasius College of Engineering, Kothamangalam",G,5730,7615,6165,12331,19064,9198,7611,12625,21411,32481,37905,46309,-,"DK:23525, FW:4039, XS:6567",26
Electrical and Electronics Engineering,NSS,"N S S College of Engineering, Palakkad",G,6834,8380,8180,17646,27996,9349,8774,24705,17086,22454,42985,64295,12163,"FW:6330, PT:21",26
Electrical and Electronics Engineering,PKD,"Government Engineering College, Palakkad",G,6749,11571,8508,18996,34635,11864,11933,19095,-,-,45133,49955,13913,FW:7332,26
Electrical and Electronics Engineering,TCR,"Govt. Engineering College,Thrissur.",G,2601,3093,3318,8239,10431,4440,3425,7538,7300,17016,16932,48326,6244,"FW:2083, PD:32890",27
Electrical and Electronics Engineering,TKM,"T K M College of Engineering, Kollam.",G,3349,3803,3484,7221,8153,5314,4476,9444,15623,15224,27545,40153,-,"FW:2406, RP:5235, SD:13601",27
Electrical and Electronics Engineering,TRV,"Government Engineering College Barton Hill, Thiruvananthapuram",G,5941,7849,7064,11088,17233,10604,7624,-,30652,33009,29043,62826,9275,FW:4144,27
Electrical and Electronics Engineering,TVE,"College of Engineering,Thiruvananthapuram.",G,1307,1933,1547,3740,2468,2382,1692,1959,8670,7124,13444,32316,3842,"FW:973, PD:37942, PI:2, SD:6582, XS:2124",27
Electrical and Electronics Engineering,WYD,"Government Engineering College, Wayanad",G,-,16839,10533,56846,59159,25382,18526,30784,43389,-,54940,-,44435,FW:9406,27
Electrical and Electronics Engineering,ADR,"College of Engineering, Adoor",N,34930,41735,36788,47740,-,-,41966,-,-,-,63241,-,58526,MG:55982,27
Electrical and Electronics Engineering,CEA,"College of Engineering, Attingal",N,47231,49285,64107,-,-,-,56679,-,-,-,60877,-,-,MG:64412,27
Electrical and Electronics Engineering,CEC,"College of Engineering, Cherthala",N,27861,33366,38799,30806,-,35140,34119,-,-,-,59380,-,57122,"FW:18281, MG:46148",27
Electrical and Electronics Engineering,CEM,"College of Engineering Muttathara, Thiruvananthapuram",N,50118,65344,63669,-,-,63709,57018,56082,52850,-,65391,-,-,,27
Electrical and Electronics Engineering,CHN,"College of Engineering,Chengannur",N,14854,15364,16082,27324,57685,-,15029,-,-,-,48038,-,18310,"FW:11709, MG:29236",27
Electrical and Electronics Engineering,KGR,"College of Engineering Kidangoor, KOTTAYAM",N,45004,47463,54817,-,51719,-,47222,-,-,-,65365,-,-,FW:25792,27
Electrical and Electronics Engineering,KSD,"LBS College of Engineering, Kasaragod",N,29499,35585,32001,-,42148,35078,29973,-,-,-,60038,-,56465,"FW:20246, MG:48784",27
Electrical and Electronics Engineering,MDL,"Model Engineering College, Ernakulam",N,4282,5537,4801,8631,-,-,6263,-,-,29143,32601,-,9486,"FW:3474, MG:7780",27
Electrical and Electronics Engineering,MNR,"College of Engineering, Munnar",N,55549,61909,58669,-,-,-,55841,-,-,-,-,-,-,,27
Electrical and Electronics Engineering,PEC,"College of Engineering Pathanapuram, Kollam",N,65103,-,-,-,-,-,-,-,-,-,-,-,-,,27
Electrical and Electronics Engineering,PRN,"College of Engineering Perumon, Kollam",N,32755,38471,35418,36432,-,37736,39543,62123,-,-,54610,-,46910,"CB:53881, FW:16956",27
Electrical and Electronics Engineering,PRP,"CAPE College of Engineering, Punnapra, Alappuzha",N,56804,63765,58544,59406,-,61686,-,-,-,-,62160,-,-,,27
Electrical and Electronics Engineering,PTA,"College of Engineering, Kallooppara, Thiruvalla",N,52764,-,53886,-,-,-,-,-,-,-,65214,-,-,"FW:33391, MG:65008",27
Electrical and Electronics Engineering,TKR,"College of Engineering, Trikaripur",N,46508,49200,56199,-,-,54686,49553,-,-,-,-,-,53390,,27
Electrical and Electronics Engineering,TLY,"College of Engineering,Thalassery, Kannur",N,26854,31459,32217,-,-,37530,28623,-,60323,-,62789,-,55942,"CB:43255, FW:13974",27
Electrical and Electronics Engineering,UCC,"Institute of Engineering and Technology, Malappuram",N,52836,60031,61974,-,-,-,-,-,-,-,-,-,-,,27
Electrical and Electronics Engineering,UCE,"University College of Engineering,Thodupuzha",N,65041,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,VDA,"College of Engineering, Vadakara",N,38266,44830,48090,-,-,57011,39420,-,-,-,60394,-,-,FW:25443,28
Electrical and Electronics Engineering,AAP,"Al-Ameen Engineering College, Palakkad",S,59271,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,AIK,"Albertian Institute of Science and Technology, Kochi",S,55197,-,63294,-,-,-,-,-,-,-,-,-,-,"FW:37293, YA:61242",28
Electrical and Electronics Engineering,AJC,"Amal Jyothi College of Engineering, Kottayam",S,26194,31782,29162,41576,57875,42439,36835,-,-,-,-,-,-,"FW:21941, YB:52198",28
Electrical and Electronics Engineering,AME,"Rajadhani Institute of Science and Technology, Palakkad",S,60863,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,ASI,"Adi Shankara Institute of Engineering and Technology, Ernakulam",S,28742,32777,37311,36768,35064,37708,38568,-,-,-,-,-,40434,FW:18444,28
Electrical and Electronics Engineering,ATP,"Ahalia School of Engineering and Technology, Palakkad",S,63456,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,AWH,"AWH Engineering College, Kozhikkode",S,62998,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,BJK,"Bishop Jerome Institute, Kollam",S,47695,63368,48222,-,-,-,-,-,-,-,-,-,-,FW:37042,28
Electrical and Electronics Engineering,BMC,"Baselios Mathews II College of Engineering, Kollam",S,60380,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,CCE,"Christ College of Engineering, Thrissur",S,28035,30855,40513,30585,31214,-,29284,-,-,-,57028,-,-,FW:18969,28
Electrical and Electronics Engineering,CEN,"College of Engineering and Technology, Payyannur, Kannur.",S,55295,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,CMA,"Carmel College of Engineering and Technology,Alappuzha",S,56214,59764,60301,61034,-,-,-,-,-,-,-,-,-,FW:49478,28
Electrical and Electronics Engineering,DMC,"M. Dasan Institute of Technology, Kozhikode",S,52240,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,FIT,"Federal Institute of Science and Technology, Ernakulam",S,14202,16029,15137,25789,20984,16772,14974,-,-,-,65370,-,31124,FW:13934,28
Electrical and Electronics Engineering,HGW,"Holy Grace Academy of Engineering, Thrissur",S,61074,-,-,-,-,-,-,-,-,-,-,-,-,,28
Electrical and Electronics Engineering,ICE,"Ilahia College of Engineering and Technology, Ernakulam",S,64659,-,-,-,-,-,-,-,-,-,-,-,-,FW:50413,28
Electrical and Electronics Engineering,IES,"I E S College of Engineering, Thrissur",S,64788,-,-,-,-,-,-,-,-,-,-,-,-,FW:41798,28
Electrical and Electronics Engineering,IGW,"Indira Gandhi Institute of Engineering and Technology, Ernakulam",S,62138,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,JEC,"Jyothi Engineering College, Thrissur",S,34952,35831,39691,-,-,-,36457,-,-,-,59736,-,-,FW:15741,29
Electrical and Electronics Engineering,JIT,"John Cox Memorial C S I Institute of Technology, Thiruvananthapuram",S,60892,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,KIT,"Kottayam Institute of Technology and Science, Kottayam",S,63867,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,KMC,"KMCT College of Engineering, Kozhikode",S,54774,-,55735,-,-,-,-,-,-,-,-,-,-,FW:35554,29
Electrical and Electronics Engineering,KME,"K M E A Engineering College, Cochin",S,55261,55820,59004,-,-,-,-,-,-,-,-,-,-,FW:36873,29
Electrical and Electronics Engineering,LMC,"Lourdes Matha College of Science and Technology, Thiruvananthapuram",S,60539,-,-,-,-,-,-,-,-,-,-,-,-,FW:42995,29
Electrical and Electronics Engineering,MBC,"Mar Baselios Christian College of Engineering and Technology,Idukki",S,62236,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,MBI,"Mar Baselios Institute of Technology and Science, Ernakulam",S,44359,45743,62107,-,-,-,-,-,-,-,-,-,-,FW:32513,29
Electrical and Electronics Engineering,MBT,"Mar Baselios College of Engineering and Technology, Thiruvananthapuram",S,25354,31864,30797,36899,-,53095,32690,-,-,-,63580,-,-,FW:19353,29
Electrical and Electronics Engineering,MCE,"Marian Engineering College, Thiruvananthapuram",S,52668,58162,60636,-,-,-,-,-,-,-,-,-,-,FW:35666,29
Electrical and Electronics Engineering,MCK,"Musaliar College of Engineering and Technology, Pathanamthitta",S,63589,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,MCT,"Mohandas College of Engineering and Technology, Thiruvananthapuram",S,61177,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,MEA,"M E A Engineering College, Vengoor",S,49965,54714,51278,-,-,-,-,-,-,-,-,-,-,"FW:32537, MM:47745",29
Electrical and Electronics Engineering,MEK,"MES Institute of Technology and Management, Kollam",S,58418,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,MES,"M E S College of Engineering, Kuttippuram",S,32640,48362,33147,-,-,37229,43025,-,-,-,53365,-,-,FW:24893,29
Electrical and Electronics Engineering,MGC,"M G College of Engineering, Thiruvananthapuram",S,58933,-,-,-,-,-,-,-,-,-,-,-,-,,29
Electrical and Electronics Engineering,MGP,"Saintgits College of Engineering, Kottayam",S,24734,37106,26807,37657,49188,35061,25219,-,-,-,-,-,-,FW:15375,29
Electrical and Electronics Engineering,MHP,"ACE College Of Engineering, Thiruvananthapuram",S,65053,-,-,-,-,-,-,-,-,-,-,-,-,MM:16870,29
Electrical and Electronics Engineering,MLM,"Mangalam College of Engineering, Kottayam",S,62360,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,MLT,"Malabar Institute of Technology, Kannur",S,64642,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,MUS,"Muslim Association College of Engineering, Thiruvananthapuram",S,-,-,-,-,-,-,-,-,-,-,-,-,-,MM:53039,30
Electrical and Electronics Engineering,MUT,"Muthoot Institute of Technology and Science,Ernakulam",S,13153,20516,13824,15561,30527,17108,16614,-,-,-,47775,-,34431,FW:10766,30
Electrical and Electronics Engineering,PRC,"Providence College of Engineering, Chengannur",S,65184,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,RET,"Rajagiri School of Engineering and Technology, Ernakulam",S,10460,12193,11466,18990,-,10843,12738,39777,-,-,39456,-,-,"FW:10363, YN:18144",30
Electrical and Electronics Engineering,RIE,"Rajadhani Institute of Engineering and Technology, Thiruvananthapuram",S,59913,62583,63062,-,-,-,-,-,-,-,64895,-,-,FW:43514,30
Electrical and Electronics Engineering,SBC,"Sree Buddha College of Engineering, Alappuzha",S,56991,59464,65395,-,-,-,-,-,-,-,-,-,-,FW:30489,30
Electrical and Electronics Engineering,SCM,"SCMS School of Engineering and Technology, Ernakulam",S,22644,27112,24292,37298,-,-,33853,-,-,-,-,-,-,FW:13077,30
Electrical and Electronics Engineering,SHR,"Sahrdaya College of Engineering and Technology, Thrissur",S,48936,53817,54863,-,-,-,-,-,-,-,60243,-,-,FW:36675,30
Electrical and Electronics Engineering,SJC,"St Josephs College of Engineering and Technology, Palai",S,37723,42864,40760,-,-,48715,44316,-,-,-,64846,-,-,"FW:27575, YP:51603",30
Electrical and Electronics Engineering,SNC,"Sree Narayana Guru College of Engineering and Technology, Kannur",S,63584,-,-,-,-,-,-,-,-,-,-,-,-,FW:60119,30
Electrical and Electronics Engineering,SNG,"Sree Narayana Gurukulam College of Engineering, Ernakulam",S,58577,-,59298,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,SNP,"Sree Narayana Institute of Technology, Adoor",S,63060,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,SPT,"Sreepathy Institute of Management and Technology, Palakkad",S,63718,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,STC,"St Thomas Colllege of Engineering and Technology, Alappuzha",S,60252,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,STI,"St. Thomas Institute For Science and Technology, Thiruvananthapuram",S,63130,-,-,-,-,-,-,-,-,-,-,-,-,,30
Electrical and Electronics Engineering,TCT,"Trinity College of Engineering, Thiruvananthapuram",S,56588,-,-,-,-,-,-,-,-,-,-,-,-,,31
Electrical and Electronics Engineering,TJE,"Thejus Engineering College, Thrissur",S,56894,-,-,-,-,-,-,-,-,-,-,-,-,,31
